Unnamed: 0,Date,FIIcall,FIIput,FIIFuture,FIIFutOI,FIICash,DIIcash,feat_PE,feat_PB,feat_Div_Yield,Open,High,Low,Close,USDINR
0.0,1999-04-13,0.0,0.0,0.0,0.0,0.0,0.0,15.25,2.62,1.59,991.05,1006.15,989.9,994.25,0.0
0.0,1999-04-15,0.0,0.0,0.0,0.0,0.0,0.0,14.87,2.56,1.63,968.4,980.65,964.35,968.6,0.0
0.0,1999-04-16,0.0,0.0,0.0,0.0,0.0,0.0,16.04,2.76,1.38,970.95,1044.85,965.15,1044.4,0.0
0.0,1999-04-17,0.0,0.0,0.0,0.0,0.0,0.0,14.85,2.55,1.49,1065.5,1069.55,961.4,966.95,0.0
0.0,1999-04-19,0.0,0.0,0.0,0.0,0.0,0.0,15.26,2.62,1.45,961.3,1000.6,955.75,993.9,0.0
0.0,1999-04-20,0.0,0.0,0.0,0.0,0.0,0.0,15.29,2.63,1.45,995.65,1003.7,983.7,995.4,0.0
0.0,1999-04-21,0.0,0.0,0.0,0.0,0.0,0.0,15.31,2.63,1.45,997.35,1003.4,990.95,996.65,0.0
0.0,1999-04-22,0.0,0.0,0.0,0.0,0.0,0.0,15.08,2.59,1.47,999.55,1012.0,971.9,981.65,0.0
0.0,1999-04-23,0.0,0.0,0.0,0.0,0.0,0.0,15.08,2.59,1.46,987.05,994.3,968.15,982.0,0.0
0.0,1999-04-26,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2.46,1.54,945.9,955.5,931.3,931.35,0.0
0.0,1999-04-28,0.0,0.0,0.0,0.0,0.0,0.0,14.49,2.49,1.52,928.85,944.45,916.0,943.5,0.0
0.0,1999-04-29,0.0,0.0,0.0,0.0,0.0,0.0,14.84,2.55,1.48,950.25,966.6,948.4,966.6,0.0
0.0,1999-04-30,0.0,0.0,0.0,0.0,0.0,0.0,15.02,2.58,1.25,970.9,980.75,969.6,978.2,0.0
0.0,1999-05-03,0.0,0.0,0.0,0.0,0.0,0.0,14.95,2.56,1.25,979.8,986.4,968.25,970.75,0.0
0.0,1999-05-04,0.0,0.0,0.0,0.0,0.0,0.0,15.53,2.66,1.21,971.9,1008.35,971.8,1008.3,0.0
0.0,1999-05-05,0.0,0.0,0.0,0.0,0.0,0.0,15.73,2.69,1.35,1014.65,1034.55,1004.9,1019.5,0.0
0.0,1999-05-06,0.0,0.0,0.0,0.0,0.0,0.0,16.15,2.76,1.31,1024.95,1048.05,1023.95,1046.9,0.0
0.0,1999-05-07,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.81,1.29,1065.4,1080.7,1059.05,1062.9,0.0
0.0,1999-05-10,0.0,0.0,0.0,0.0,0.0,0.0,16.88,2.89,1.26,1070.75,1094.2,1070.35,1094.2,0.0
0.0,1999-05-11,0.0,0.0,0.0,0.0,0.0,0.0,17.21,2.95,1.23,1102.2,1121.95,1100.5,1116.0,0.0
0.0,1999-05-12,0.0,0.0,0.0,0.0,0.0,0.0,17.14,2.93,1.24,1135.45,1142.1,1086.7,1110.9,0.0
0.0,1999-05-13,0.0,0.0,0.0,0.0,0.0,0.0,17.71,3.03,1.2,1131.95,1149.6,1130.85,1148.1,0.0
0.0,1999-05-14,0.0,0.0,0.0,0.0,0.0,0.0,17.98,3.08,1.05,1157.6,1173.55,1144.9,1165.3,0.0
0.0,1999-05-17,0.0,0.0,0.0,0.0,0.0,0.0,17.77,3.04,1.07,1164.45,1171.1,1120.7,1151.9,0.0
0.0,1999-05-18,0.0,0.0,0.0,0.0,0.0,0.0,17.9,3.06,1.06,1155.75,1176.3,1153.45,1160.1,0.0
0.0,1999-05-19,0.0,0.0,0.0,0.0,0.0,0.0,18.22,3.12,1.05,1169.6,1189.2,1161.6,1180.2,0.0
0.0,1999-05-20,0.0,0.0,0.0,0.0,0.0,0.0,18.01,3.08,1.06,1181.0,1201.3,1166.9,1166.9,0.0
0.0,1999-05-21,0.0,0.0,0.0,0.0,0.0,0.0,17.69,3.03,1.05,1176.95,1177.0,1139.1,1145.8,0.0
0.0,1999-05-24,0.0,0.0,0.0,0.0,0.0,0.0,18.08,3.01,1.04,1147.4,1154.5,1132.5,1151.6,0.0
0.0,1999-05-25,0.0,0.0,0.0,0.0,0.0,0.0,18.16,3.03,1.03,1148.05,1164.2,1147.4,1160.2,0.0
0.0,1999-05-26,0.0,0.0,0.0,0.0,0.0,0.0,18.28,3.1,1.3,1165.15,1170.1,1122.6,1135.5,0.0
0.0,1999-05-27,0.0,0.0,0.0,0.0,0.0,0.0,17.32,2.96,1.35,1132.85,1147.95,1091.45,1091.4,0.0
0.0,1999-05-28,0.0,0.0,0.0,0.0,0.0,0.0,17.2,2.93,1.28,1088.0,1098.25,1049.95,1081.5,0.0
0.0,1999-05-31,0.0,0.0,0.0,0.0,0.0,0.0,18.01,3.05,1.23,1098.0,1132.8,1097.85,1132.3,0.0
0.0,1999-06-01,0.0,0.0,0.0,0.0,0.0,0.0,18.25,3.02,1.24,1125.55,1139.8,1113.0,1123.8,0.0
0.0,1999-06-02,0.0,0.0,0.0,0.0,0.0,0.0,18.27,3.05,1.24,1120.65,1127.65,1107.2,1125.1,0.0
0.0,1999-06-03,0.0,0.0,0.0,0.0,0.0,0.0,18.75,3.08,1.23,1129.9,1141.05,1127.3,1136.6,0.0
0.0,1999-06-04,0.0,0.0,0.0,0.0,0.0,0.0,17.45,3.02,1.18,1150.05,1162.0,1149.1,1155.0,0.0
0.0,1999-06-07,0.0,0.0,0.0,0.0,0.0,0.0,17.48,3.03,1.17,1159.55,1164.15,1150.2,1156.6,0.0
0.0,1999-06-08,0.0,0.0,0.0,0.0,0.0,0.0,17.82,3.09,1.15,1145.9,1178.95,1138.05,1178.9,0.0
0.0,1999-06-09,0.0,0.0,0.0,0.0,0.0,0.0,17.58,3.05,1.2,1180.0,1192.05,1159.25,1163.2,0.0
