Date,feat_Div_Yield,feat_PB,feat_PE,Open,High,Low,Close,new_high_new_low,nifty_above_dma,sector,FIICash,DIIcash
26-Oct-20,1.35,3.33,33.95,11937.4,11942.85,11711.7,11767.75,5,59,-0.000560358,-39,127
27-Oct-20,1.34,3.37,34.49,11807.1,11899.05,11723,11889.4,8,56.8,-0.000442662,615,-1029
28-Oct-20,1.35,3.32,33.94,11922.6,11929.4,11684.85,11729.6,5,55,-0.000285699,832,-1674
29-Oct-20,1.36,3.3,31.56,11633.3,11744.15,11606.45,11670.8,6,54,-0.000104564,822,-1276
30-Oct-20,1.36,3.3,31.9,11678.45,11748.95,11535.45,11642.4,-2,51.8,5.29E-05,-604,-808
02-Nov-20,1.36,3.3,31.43,11697.35,11725.65,11557.4,11669.15,1,51.4,0.000261801,-480,-430
03-Nov-20,1.34,3.34,31.82,11734.45,11836.2,11723.3,11813.5,3,48.2,0.000512102,1657,-1622
04-Nov-20,1.33,3.37,32.27,11783.35,11929.65,11756.4,11908.5,-4,47.4,0.000697076,1585,-1633
05-Nov-20,1.31,3.43,32.84,12062.4,12131.1,12027.6,12120.3,2,46.8,0.000885367,2108,-1634
06-Nov-20,1.29,3.47,33.09,12156.65,12280.4,12131.85,12263.55,-1,45.8,0.001084228,1118,-2020
09-Nov-20,1.27,3.53,33.62,12399.4,12474.05,12367.35,12461.05,6,46.4,0.001357542,907,-892
10-Nov-20,1.26,3.58,34.18,12556.4,12643.9,12475.25,12631.1,6,48.4,0.001730948,-119,-979
11-Nov-20,1.25,3.61,34.5,12680.6,12769.75,12571.1,12749.15,13,52.2,0.00199002,3515,-1571
12-Nov-20,1.25,3.59,34.48,12702.15,12741.15,12624.85,12690.8,14,55,0.002277549,-1131,1
13-Nov-20,1.25,3.6,34.57,12659.7,12735.95,12607.7,12719.95,19,59.8,0.002528137,-421,-253
14-Nov-20,1.24,3.62,34.73,12823.35,12828.7,12749.45,12780.25,16,61.6,0.002707625,-871,631
17-Nov-20,1.23,3.64,34.93,12932.5,12934.05,12797.1,12874.2,21,66.2,0.002881848,741,-534
18-Nov-20,1.23,3.66,35.59,12860.1,12948.85,12819.35,12938.25,13,71.6,0.003127284,2274,-1101
19-Nov-20,1.24,3.61,35.12,12839.5,12963,12745.75,12771.7,11,75.6,0.003353701,146,-8
20-Nov-20,1.23,3.64,35.36,12813.4,12892.45,12730.25,12859.05,15,80,0.003481686,5368,-2208
23-Nov-20,1.23,3.66,35.55,12960.3,12968.85,12825.7,12926.45,22,82.4,0.003665392,4870,-2939
24-Nov-20,1.22,3.7,35.9,13002.6,13079.1,12978,13055.15,15,82.2,0.003797039,4548,-3036
25-Nov-20,1.23,3.64,35.36,13130,13145.85,12833.65,12858.4,15,79.4,0.004005987,5627,-2309
26-Nov-20,1.22,3.68,35.71,12906.45,13018,12790.4,12987,6,78.4,0.004188179,6207,-3464
27-Nov-20,1.22,3.67,35.66,13012.05,13035.3,12914.3,12968.95,15,78.6,0.004337446,1514,-2239
01-Dec-20,1.21,3.71,36.05,13062.2,13128.4,12962.8,13109.05,15,81,0.004493774,1936,-2462
02-Dec-20,1.21,3.71,36.06,13121.4,13128.5,12983.55,13113.75,13,79,0.004639189,4905,-3829
03-Dec-20,1.21,3.72,36.12,13215.3,13216.6,13107.9,13133.9,6,79,0.004701407,3072,-2790
04-Dec-20,1.2,3.75,36.46,13177.4,13280.05,13152.85,13258.55,10,78.4,0.004718678,1181,-2855
07-Dec-20,1.19,3.78,36.73,13264.85,13366.65,13241.95,13355.75,16,78.4,0.004636975,3861,-2869
08-Dec-20,1.19,3.79,36.83,13393.85,13435.45,13311.05,13392.95,19,79.2,0.004597851,4738,-2944
09-Dec-20,1.17,3.83,37.2,13458.1,13548.9,13449.6,13529.1,20,81.2,0.004575275,4563,-2522
10-Dec-20,1.18,3.81,37.06,13488.5,13503.55,13399.3,13478.3,24,84,0.004473469,24,-1840
11-Dec-20,1.18,3.82,37.16,13512.3,13579.35,13402.85,13513.85,18,85.6,0.004368368,2027,-3400
14-Dec-20,1.17,3.84,37.28,13571.45,13597.5,13472.45,13558.15,16,86,0.004263018,7713,-4969
15-Dec-20,1.17,3.84,37.31,13547.2,13589.65,13447.05,13567.85,13,86.2,0.004202527,3242,-1043
16-Dec-20,1.16,3.87,37.63,13663.1,13692.35,13606.45,13682.7,8,88.4,0.004085523,357,-1636
17-Dec-20,1.16,3.89,37.79,13713.55,13773.25,13673.55,13740.7,15,87.8,0.003973396,3637,-1440
18-Dec-20,1.15,3.89,37.84,13764.4,13772.85,13658.6,13760.55,11,87.6,0.003815105,2970,-1972
21-Dec-20,1.19,3.77,36.65,13741.9,13777.5,13131.45,13328.4,9,86.4,0.003684288,3792,-2767
22-Dec-20,1.18,3.81,37.03,13373.65,13492.05,13192.9,13466.3,14,86.6,0.003440675,2910,-2641
23-Dec-20,1.17,3.85,37.4,13473.5,13619.45,13432.2,13601.1,12,86.4,0.003103005,3564,-2493
24-Dec-20,1.15,3.89,37.81,13672.15,13771.75,13626.9,13749.25,8,86,0.002818311,2260,-2275
28-Dec-20,1.14,3.93,38.15,13815.15,13885.3,13811.55,13873.2,4,78.8,0.002610478,4195,-2359
29-Dec-20,1.14,3.94,38.31,13910.35,13967.6,13859.9,13932.6,0,73.8,0.002395502,2264,-1721
30-Dec-20,1.14,3.96,38.45,13980.9,13997,13864.95,13981.95,10,69.8,0.002169724,2484,-2667
31-Dec-20,1.14,3.96,38.45,13970,14024.85,13936.45,13981.75,13,68.4,0.001894795,1982,-1718
01-Jan-21,1.13,3.97,38.55,13996.1,14049.85,13991.35,14018.5,13,69.2,0.001522719,2355,-2494
04-Jan-21,1.12,4.01,38.87,14104.35,14147.95,13953.75,14132.9,12,69.4,0.001336717,2721,-2425
05-Jan-21,1.12,4.02,39.05,14075.15,14215.6,14048.15,14199.5,9,70.4,0.001192645,-324,486
06-Jan-21,1.12,4.01,38.9,14240.95,14244.15,14039.9,14146.25,7,69.4,0.001122286,1153,-662
07-Jan-21,1.12,4.01,38.88,14253.75,14256.25,14123.1,14137.35,11,68.8,0.001230625,536,-1327
08-Jan-21,1.11,4.07,39.45,14258.4,14367.3,14221.65,14347.25,20,68.4,0.001350762,1226,-1898
11-Jan-21,1.1,4.1,39.72,14474.05,14498.2,14383.1,14484.75,17,74.4,0.001342682,1589,-1387
12-Jan-21,1.09,4.13,39.94,14473.8,14590.65,14432.85,14563.45,17,78.6,0.001409565,2350,-2011
13-Jan-21,1.09,4.13,39.94,14639.8,14653.35,14435.7,14564.85,18,80.2,0.00145224,1825,-587
14-Jan-21,1.09,4.14,40.03,14550.05,14617.8,14471.5,14595.6,25,82,0.001465054,1136,-258
15-Jan-21,1.1,4.09,39.34,14594.35,14617.45,14357.85,14433.7,23,83,0.001533824,506,69
18-Jan-21,1.11,4.05,38.92,14453.3,14459.15,14222.8,14281.3,18,84,0.001461251,1843,-715
19-Jan-21,1.09,4.12,39.22,14371.65,14546.05,14350.85,14521.15,17,83.2,0.001524311,986,-490
20-Jan-21,1.08,4.15,39.55,14538.3,14666.45,14517.55,14644.7,12,83.6,0.001598274,-484,-380
21-Jan-21,1.09,4.13,39.41,14730.95,14753.55,14517.25,14590.35,8,80.8,0.001611451,382,-990
22-Jan-21,1.1,4.07,38.86,14583.4,14619.9,14357.75,14371.9,2,74.8,0.00167352,6030,-2373
25-Jan-21,1.11,4.04,38.42,14477.8,14491.1,14218.6,14238.9,6,72,0.001741115,3139,-2610
27-Jan-21,1.14,3.96,37.52,14237.95,14237.95,13929.3,13967.5,10,70.6,0.001728667,571,-1335
28-Jan-21,1.15,3.92,36.96,13810.4,13898.25,13713.25,13817.55,10,68.4,0.001674157,1879,-2370
29-Jan-21,1.16,3.86,36.57,13946.6,13966.85,13596.75,13634.6,0,63.2,0.001664372,1077,-188
01-Feb-21,1.11,4.05,38.26,13758.6,14336.35,13661.75,14281.2,3,57,0.001853905,971,-942
02-Feb-21,1.08,4.15,38.79,14481.1,14731.7,14469.15,14647.85,-5,51.2,0.002175818,651,-43
03-Feb-21,1.07,4.19,39.16,14754.9,14868.85,14574.15,14789.95,-11,45.2,0.00246403,258,-199
04-Feb-21,1.07,4.22,40.81,14789.05,14913.7,14714.75,14895.65,-12,38,0.002710451,2289,-865
05-Feb-21,1.06,4.23,41.46,14952.6,15014.65,14864.75,14924.25,-2,37.4,0.002902998,1615,-1039
08-Feb-21,1.05,4.28,42,15064.3,15159.9,15041.05,15115.8,11,41.2,0.003180377,-636,-1290
09-Feb-21,1.05,4.28,41.97,15164.15,15257.1,15064.3,15109.3,13,44.2,0.003424206,-765,-388
10-Feb-21,1.05,4.28,41.81,15119.05,15168.25,14977.2,15106.5,12,44.4,0.003730206,-1688,-3
11-Feb-21,1.05,4.3,41.65,15073.25,15188.5,15065.4,15173.3,9,46.2,0.004018959,-3713,1737
12-Feb-21,1.05,4.3,41.58,15186.2,15243.5,15081,15163.3,11,50.8,0.004348197,-5931,2443
15-Feb-21,1.04,4.34,41.59,15270.3,15340.15,15243.4,15314.7,8,56.2,0.004522513,1494,-90
16-Feb-21,1.04,4.34,41.78,15371.45,15431.75,15242.2,15313.45,4,62,0.004570623,6182,-2035
17-Feb-21,1.04,4.31,41.49,15279.9,15314.3,15170.75,15208.9,4,69.4,0.004634794,2521,-400
18-Feb-21,1.05,4.28,41.26,15238.7,15250.75,15078.05,15118.95,6,75.4,0.004659508,1937,-769
19-Feb-21,1.06,4.24,40.88,15074.8,15144.05,14898.2,14981.75,8,76.4,0.00457053,1462,-1419
22-Feb-21,1.08,4.16,40.05,14999.05,15010.1,14635.05,14675.7,12,76.4,0.004402489,1877,-505
23-Feb-21,1.08,4.17,40.14,14782.25,14854.5,14651.85,14707.8,3,73.8,0.004387042,1301,-1756
24-Feb-21,1.06,4.24,40.88,14729.15,15008.8,14723.05,14982,3,72.2,0.004303193,1787,-2076
25-Feb-21,1.05,4.28,41.2,15079.85,15176.5,15065.35,15097.35,0,68.6,0.00430644,944,-708
26-Feb-21,1.09,4.12,39.65,14888.6,14919.45,14467.75,14529.15,-5,62.6,0.004313346,-37,-598
01-Mar-21,1.08,4.18,40.28,14702.5,14806.8,14638.55,14761.55,-1,57.8,0.004331643,1234,-1049
02-Mar-21,1.06,4.23,40.71,14865.3,14959.1,14760.8,14919.1,-1,54.8,0.004452379,1144,-1560
03-Mar-21,1.04,4.32,41.6,15064.4,15273.15,14995.8,15245.6,11,50.8,0.004471388,1008,-1283
04-Mar-21,1.05,4.27,41.15,15026.75,15202.35,14980.2,15080.75,-5,46.2,0.004423816,903,-1217
05-Mar-21,1.06,4.23,40.76,14977.95,15092.35,14862.1,14938.1,-1,44.4,0.004494758,119,-1175
08-Mar-21,1.06,4.24,40.74,15002.45,15111.15,14919.9,14956.2,7,46,0.004548816,-893,-920
09-Mar-21,1.05,4.28,41.12,15049.9,15126.85,14925.45,15098.4,10,49.4,0.00451232,-1569,217
10-Mar-21,1.05,4.3,41.33,15202.15,15218.45,15100.85,15174.8,6,51.4,0.004582136,28739,230
12-Mar-21,1.06,4.26,40.94,15321.15,15336.3,14953.6,15030.95,2,52.8,0.004583978,188,-747
15-Mar-21,1.06,4.23,40.66,15048.4,15048.4,14745.85,14929.5,5,56.2,0.004643187,-8295,1500
16-Mar-21,1.07,4.23,40.61,14996.1,15051.6,14890.65,14910.45,3,58.2,0.004526429,125,-195
17-Mar-21,1.08,4.17,40.1,14946.55,14956.55,14696.05,14721.3,3,60.2,0.004243907,2053,-854
18-Mar-21,1.09,4.13,39.65,14855.5,14875.2,14478.6,14557.85,2,60.6,0.004020402,2089,393
19-Mar-21,1.08,4.18,40.16,14471.15,14788.25,14350.1,14744,-2,62.6,0.003861524,-223,-788
22-Mar-21,1.08,4.18,40.14,14736.3,14763.9,14597.85,14736.4,4,62.8,0.003723442,-2014,-1191
23-Mar-21,1.07,4.2,40.35,14768.55,14878.6,14707,14814.75,-6,57.4,0.003438302,-1494,484
24-Mar-21,1.09,4.12,39.63,14712.45,14752.35,14535,14549.4,-13,49.6,0.003097579,2802,1250
25-Mar-21,1.11,4.06,39.02,14570.9,14575.6,14264.4,14324.9,-13,45.2,0.00269777,-16,448
26-Mar-21,1.09,4.11,39.51,14506.3,14572.9,14414.25,14507.3,1,45,0.00237407,-943,-164
30-Mar-21,1.07,4.21,40.43,14628.5,14876.3,14617.6,14845.1,5,44,0.001965167,-1101,-750
31-Mar-21,0.96,4.2,33.2,14811.85,14813.75,14670.25,14690.7,-5,41.2,0.001689972,1692,-1169
01-Apr-21,0.95,4.25,33.6,14798.4,14883.2,14692.45,14867.35,-17,34.8,0.001562913,2626,-562
05-Apr-21,0.97,4.19,33.08,14837.7,14849.85,14459.5,14637.8,0,32.4,0.00136134,1258,-1116
06-Apr-21,0.96,4.2,33.18,14737,14779.1,14573.9,14683.5,5,34.8,0.001152298,1418,560
07-Apr-21,0.95,4.24,33.49,14716.45,14879.8,14649.85,14819.05,6,35.6,0.001024774,-787,543
08-Apr-21,0.96,4.25,33.61,14875.65,14984.15,14821.1,14873.8,8,40.6,0.001022977,-108,-530
09-Apr-21,0.97,4.24,33.53,14882.65,14918.45,14785.65,14834.85,2,44.6,0.000934271,-1952,613
12-Apr-21,1,4.09,32.34,14644.65,14652.5,14248.7,14310.8,10,46.6,0.000681486,-3384,2268
13-Apr-21,0.99,4.15,32.72,14364.9,14528.9,14274.9,14504.8,11,48.2,0.000448817,-50,1703
15-Apr-21,0.98,4.17,32.78,14522.4,14597.55,14353.2,14581.45,13,50,0.000264889,769,2181
16-Apr-21,0.98,4.18,32.84,14599.6,14697.7,14559,14617.85,9,53.2,6.63E-05,-1686,2082
19-Apr-21,1,4.11,32.12,14306.6,14382.3,14191.4,14359.45,-11,55.4,-0.00026644,149,-297
20-Apr-21,1,4.09,31.97,14526.7,14526.95,14207.3,14296.4,0,55.6,-0.000563118,-932,75
22-Apr-21,0.99,4.12,32.22,14219.15,14424.75,14151.4,14406.15,0,52.6,-0.000739391,-1093,417
23-Apr-21,1,4.11,32.07,14326.35,14461.15,14273.3,14341.35,5,52.4,-0.000945317,227,381
26-Apr-21,0.99,4.15,32.39,14449.45,14557.5,14421.3,14485,-8,47.6,-0.001124342,111,553
27-Apr-21,0.98,4.2,32.28,14493.8,14667.55,14484.85,14653.05,3,45,-0.001078628,-654,-271
28-Apr-21,0.96,4.26,32.72,14710.5,14890.25,14694.95,14864.55,-3,43.2,-0.000860197,-1746,233
29-Apr-21,0.99,4.26,32.79,14979,15044.35,14814.45,14894.9,-1,40.6,-0.000643771,-731,244
30-Apr-21,1,4.19,32.21,14747.35,14855.45,14601.7,14631.1,0,38.6,-0.000507225,980,-527
03-May-21,1,4.19,31.54,14481.05,14673.85,14416.25,14634.15,3,39,-0.000291487,438,658
04-May-21,1.01,4.15,30.47,14687.25,14723.4,14461.5,14496.5,4,43,5.38E-05,-1634,2356
05-May-21,1,4.19,30.65,14604.15,14637.9,14506.6,14617.85,6,47,0.000323439,-1082,1323
06-May-21,1,4.22,30.82,14668.35,14743.9,14611.5,14724.8,4,48.2,0.000595501,-910,850
07-May-21,0.99,4.24,30.23,14816.85,14863.05,14765.5,14823.15,1,49,0.000945726,-1361,1696
10-May-21,0.98,4.28,30.43,14928.25,14966.9,14892.5,14942.35,3,51.4,0.001292477,-1112,1023
11-May-21,0.99,4.25,30.14,14789.7,14900,14771.4,14850.75,5,54.6,0.001640026,-1455,1463
12-May-21,1,4.21,29.83,14823.55,14824.05,14649.7,14696.5,8,57.8,0.001928219,766,436
14-May-21,1,4.2,29.79,14749.4,14749.65,14591.9,14677.8,10,61.8,0.001996308,809,-942
17-May-21,0.98,4.27,30.2,14756.25,14938,14725.35,14923.15,12,65.6,0.002216757,-3465,1419
18-May-21,0.97,4.33,30.53,15067.2,15137.25,15043.7,15108.1,7,66,0.002504071,-2289,553
19-May-21,0.98,4.3,29.98,15058.6,15133.4,15008.85,15030.15,9,63.6,0.002590158,-1772,987
20-May-21,0.99,4.27,29.59,15042.6,15069.8,14884.9,14906.05,2,60.6,0.002709005,-1111,-241
21-May-21,0.97,4.34,29.48,14987.8,15190,14985.85,15175.3,1,62.4,0.002765443,1223,-633
24-May-21,0.97,4.35,29.52,15211.35,15256.25,15145.45,15197.7,8,64.6,0.002668218,-1143,1468
25-May-21,1,4.35,29.25,15291.75,15293.85,15163.4,15208.45,5,67.6,0.002480458,584,-476
26-May-21,0.99,4.38,29.41,15257.05,15319.9,15194.95,15301.45,2,68,0.002269883,-336,-677
27-May-21,0.99,4.39,29.48,15323.95,15384.55,15272.5,15337.85,7,68.6,0.002281633,-1261,-704
28-May-21,0.98,4.42,28.98,15421.2,15469.65,15394.75,15435.65,8,68.6,0.002330528,-2608,613
31-May-21,1.06,4.39,29.22,15437.75,15606.35,15374,15582.8,5,68,0.002306708,-2256,1948
01-Jun-21,1.07,4.39,28.87,15629.65,15660.75,15528.3,15574.85,11,68.2,0.002162649,618,450
02-Jun-21,1.06,4.39,28.88,15520.35,15597.45,15459.85,15576.2,11,71,0.002293602,-698,-853
03-Jun-21,1.07,4.43,29.1,15655.55,15705.1,15611,15690.35,12,74.4,0.002463856,71,-876
04-Jun-21,1.07,4.42,29.06,15712.5,15733.6,15622.35,15670.25,7,76,0.002601747,510,649
07-Jun-21,1.07,4.44,29.21,15725.1,15773.45,15678.1,15751.65,13,76.4,0.002757188,585,-708
08-Jun-21,1.07,4.44,29.19,15773.9,15778.8,15680,15740.1,7,77.2,0.002886129,960,-564
09-Jun-21,1.07,4.41,28.99,15766.3,15800.45,15566.9,15635.35,14,79.8,0.002900839,242,-439
10-Jun-21,1.15,4.44,29.18,15692.1,15751.25,15648.5,15737.75,14,80.6,0.00270598,-661,112
11-Jun-21,1.18,4.46,29.3,15796.45,15835.55,15749.8,15799.35,17,81.6,0.002605976,914,1275
14-Jun-21,1.2,4.46,29.32,15791.4,15823.05,15606.5,15811.85,16,82.2,0.002501741,2412,180
15-Jun-21,1.2,4.48,29.43,15866.95,15901.6,15842.4,15869.25,15,82.4,0.002394664,-450,230
16-Jun-21,1.2,4.45,29.24,15847.5,15880.85,15742.6,15767.55,10,83.8,0.002089275,921,242
17-Jun-21,1.24,4.43,29.1,15648.3,15769.35,15616.75,15691.4,11,84.6,0.001788089,1079,-279
18-Jun-21,1.24,4.32,29.08,15756.5,15761.5,15450.9,15683.35,6,83.6,0.001398225,1499,-1175
21-Jun-21,1.22,4.31,29.19,15525.85,15765.15,15505.65,15746.5,12,83.2,0.000947144,-186,984
22-Jun-21,1.21,4.32,29.05,15840.5,15895.75,15752.1,15772.75,6,80,0.000581897,1423,-1627
23-Jun-21,1.22,4.3,28.89,15862.8,15862.95,15673.95,15686.95,5,75.2,0.000282748,-846,-272
24-Jun-21,1.22,4.32,29.08,15737.3,15821.4,15702.7,15790.45,1,70.6,8.04E-05,1330,-575
25-Jun-21,1.21,4.34,29.21,15839.35,15870.8,15772.3,15860.35,1,66.4,6.60E-05,19,666
28-Jun-21,1.22,4.33,29.12,15915.35,15915.65,15792.15,15814.7,8,63,-3.84E-05,-504,544
29-Jun-21,1.26,4.31,29,15807.5,15835.9,15724.05,15748.45,8,59.2,-0.000269257,634,-649
30-Jun-21,1.26,4.24,28.33,15776.9,15839.1,15708.75,15721.5,6,55.2,-0.000374313,-870,-874
01-Jul-21,1.27,4.23,28.26,15755.05,15755.55,15667.05,15680,12,53.8,-0.00044534,-880,45
02-Jul-21,1.23,4.24,28.33,15705.85,15738.35,15635.95,15722.2,8,52.6,-0.00046412,2681,446
05-Jul-21,1.23,4.27,28.53,15793.4,15845.95,15762.05,15834.35,4,50.4,-0.000378846,-1245,138
06-Jul-21,1.1,4.26,28.5,15813.75,15914.2,15801,15818.25,3,48.6,-0.000312915,-1028,302
07-Jul-21,1.1,4.28,28.62,15819.6,15893.55,15779.7,15879.65,2,48.8,-0.000201364,3157,1317
08-Jul-21,1.14,4.24,28.34,15855.4,15885.75,15682.9,15727.9,3,49.6,-0.000192616,-2891,1139
09-Jul-21,1.09,4.23,28.27,15688.25,15730.85,15632.75,15689.8,1,51.8,-0.000357878,-679,1833
12-Jul-21,1.09,4.23,28.21,15766.8,15789.2,15644.75,15692.6,1,52,-0.00045187,-1659,1277
13-Jul-21,1.08,4.26,28.43,15794,15820.8,15744.6,15812.35,1,54.6,-0.000372646,117,1810
14-Jul-21,1.09,4.27,28.5,15808.7,15877.35,15764.2,15853.95,0,53.4,-0.00041559,-1647,1520
15-Jul-21,1.1,4.29,28.63,15872.15,15952.35,15855,15924.2,-1,50.6,-0.000490467,-1245,881
16-Jul-21,1.09,4.29,28.53,15958.35,15962.25,15882.6,15923.4,3,49,-0.000571623,-983,930
19-Jul-21,1.11,4.25,28.23,15754.5,15836.9,15707.5,15752.4,5,48.6,-0.000720694,-338,646
20-Jul-21,1.11,4.21,27.89,15703.95,15728.45,15578.55,15632.1,4,51,-0.000849945,-543,521
22-Jul-21,1.11,4.26,28.22,15736.6,15834.8,15726.4,15824.05,11,53,-0.000963915,533,-232
23-Jul-21,1.13,4.16,28.28,15856.8,15899.8,15768.4,15856.05,2,55,-0.001042202,-555,-949
26-Jul-21,1.13,4.13,28.13,15849.3,15893.35,15797,15824.45,1,53.4,-0.001154122,-1125,107
27-Jul-21,1.14,4.11,27.45,15860.5,15881.55,15701,15746.45,-6,51,-0.001156563,-746,447
28-Jul-21,1.18,4.1,26.98,15761.55,15767.5,15513.45,15709.4,0,50.6,-0.001181361,114,344
29-Jul-21,1.19,4.12,27.08,15762.7,15817.35,15737.8,15778.45,7,52.2,-0.000978391,-1304,1336
30-Jul-21,1.18,4.12,27.01,15800.6,15862.8,15744.85,15763.05,6,53.6,-0.000785065,-265,439
02-Aug-21,1.17,4.15,27.21,15874.9,15892.9,15834.65,15885.15,3,53.4,-0.000503712,-466,666
03-Aug-21,1.15,4.21,27.31,15951.55,16146.9,15914.35,16130.75,-10,52,-0.00020914,-2199,1048
04-Aug-21,1.14,4.25,27.39,16195.25,16290.2,16176.15,16258.8,4,50,5.55E-05,-2835,873
05-Aug-21,1.14,4.25,26.72,16288.95,16349.45,16210.3,16294.6,-1,47.8,0.000262429,-248,943
06-Aug-21,1.13,4.24,26.51,16304.4,16336.75,16223.3,16238.2,5,47.6,0.000472731,-163,2188
09-Aug-21,1.13,4.25,26.53,16281.35,16320.75,16179.05,16258.25,9,51.4,0.000631933,-2377,1551
10-Aug-21,1.13,4.24,26.35,16274.8,16359.25,16202.25,16280.1,8,57.2,0.000637262,-1459,730
11-Aug-21,1.13,4.24,26.34,16327.3,16338.75,16162.55,16282.25,8,59.2,0.000765391,-2275,921
12-Aug-21,1.14,4.26,26.25,16303.65,16375.5,16286.9,16364.4,3,62,0.000759819,-866,2046
13-Aug-21,1.1,4.3,26.51,16385.7,16543.6,16376.3,16529.1,3,62.6,0.000780176,-3848,2957
16-Aug-21,1.1,4.31,25.62,16518.4,16589.4,16480.75,16563.05,0,63,0.000810204,-1540,1506
17-Aug-21,1.1,4.21,25.46,16545.25,16628.55,16495.4,16614.6,-1,64.8,0.000773185,2117,-299
18-Aug-21,1.1,4.19,25.39,16691.95,16701.85,16535.85,16568.85,5,67.2,0.000745761,2829,-411
20-Aug-21,1.11,4.16,25.21,16382.5,16509.55,16376.05,16450.5,7,69.6,0.000561753,-720,732
23-Aug-21,1.11,4.18,25.28,16592.25,16592.5,16395.7,16496.45,11,70.2,0.000366728,-69,-631
24-Aug-21,1.1,4.21,25.47,16561.4,16647.1,16495.3,16624.6,6,67.6,0.00029763,212,-716
25-Aug-21,1.1,4.21,25.49,16654,16712.45,16617.5,16634.65,12,65.4,0.000278329,-179,689
26-Aug-21,1.08,4.21,25.49,16627.95,16683.7,16603.4,16636.9,-2,61.6,8.40E-05,238,206
27-Aug-21,1.08,4.23,25.6,16642.55,16722.05,16565.6,16705.2,-2,57.2,-0.00012315,-212,308
30-Aug-21,1.06,4.29,25.94,16775.85,16951.5,16764.85,16931.05,2,56.4,-0.000326834,820,150
31-Aug-21,1.05,4.33,26.25,16947.5,17153.5,16915.85,17132.2,8,56.4,-0.000566984,-1088,506
01-Sep-21,1.05,4.32,26.17,17185.6,17225.75,17055.05,17076.25,4,55.6,-0.000703088,-344,266
02-Sep-21,1.04,4.36,26.41,17095.4,17245.5,17059.7,17234.15,6,54.6,-0.000821677,-595,-729
03-Sep-21,1.03,4.38,26.54,17262.45,17340.1,17212.2,17323.6,15,57,-0.000793482,-2287,119
06-Sep-21,1.03,4.39,26.63,17399.35,17429.55,17345.55,17377.8,21,58.8,-0.000714187,-1363,1453
07-Sep-21,1.03,4.39,26.6,17401.55,17436.5,17287,17362.1,24,61.2,-0.000672586,-1645,2380
08-Sep-21,1.07,4.39,26.59,17375.75,17383.4,17254.2,17353.5,16,63.8,-0.000728052,-1072,-151
09-Sep-21,1.07,4.39,26.61,17312.85,17379.65,17302.7,17369.25,14,69.2,-0.000747935,-1974,1055
13-Sep-21,1.07,4.39,26.59,17363.55,17378.35,17269.15,17355.3,18,74.6,-0.000859951,-779,1646
14-Sep-21,1.07,4.39,26.63,17420.35,17438.55,17367.05,17380,9,78,-0.000922991,1203,689
15-Sep-21,1.06,4.43,26.84,17387.65,17532.7,17386.9,17519.45,6,80.6,-0.00099375,3881,-1872
16-Sep-21,1.12,4.45,26.99,17539.2,17644.6,17510.45,17629.5,3,83.6,-0.001075532,667,-1288
17-Sep-21,1.13,4.44,26.93,17709.65,17792.95,17537.65,17585.15,7,85.6,-0.001172707,349,382
20-Sep-21,1.14,4.4,26.64,17443.85,17622.75,17361.8,17396.9,13,84.6,-0.001395417,769,669
21-Sep-21,1.13,4.44,26.89,17450.5,17578.35,17326.1,17562,17,84.6,-0.00167437,-589,547
22-Sep-21,1.13,4.43,26.87,17580.9,17610.45,17524,17546.65,16,84.4,-0.001870199,-145,-137
23-Sep-21,1.11,4.5,27.29,17670.85,17843.9,17646.55,17822.95,13,82.6,-0.001888048,-803,1
24-Sep-21,1.11,4.47,27.34,17897.45,17947.65,17819.4,17853.2,0,78,-0.00197453,423,704
27-Sep-21,1.15,4.47,27.33,17932.2,17943.5,17802.9,17855.1,3,74.4,-0.001919546,1419,-560
28-Sep-21,1.16,4.44,27.16,17906.45,17912.85,17576.1,17748.6,8,71.6,-0.001937081,1650,-310
29-Sep-21,1.16,4.43,27.11,17657.95,17781.75,17608.15,17711.3,14,71.4,-0.001961313,233,168
30-Sep-21,1.17,4.41,26.98,17718.9,17742.15,17585.35,17618.15,18,69.6,-0.001944175,233,168
01-Oct-21,1.17,4.39,26.84,17531.9,17557.15,17452.9,17532.05,11,67.8,-0.001883396,1622,-795
04-Oct-21,1.16,4.43,27.09,17615.55,17750.9,17581.35,17691.25,11,65.2,-0.001535315,1553,-1399
05-Oct-21,1.16,4.46,27.29,17661.35,17833.45,17640.9,17822.3,8,61.6,-0.001120264,93,-1627
06-Oct-21,1.17,4.42,27.02,17861.5,17884.6,17613.15,17646,5,57.6,-0.000862522,1042,2168
07-Oct-21,1.16,4.45,27.24,17810.55,17857.55,17763.8,17790.35,0,54.8,-0.000620374,-1943,1850
08-Oct-21,1.15,4.48,27.4,17886.85,17941.85,17840.35,17895.2,7,55.2,-0.000244049,358,1173
11-Oct-21,1.15,4.49,27.48,17867.55,18041.95,17839.1,17945.95,6,55.4,0.000114375,442,-516
12-Oct-21,1.14,4.51,27.49,17915.8,18008.65,17864.95,17991.95,3,53,0.000467177,-595,1398
13-Oct-21,1.13,4.55,27.75,18097.85,18197.8,18050.75,18161.75,2,51,0.000875761,-1958,161
14-Oct-21,1.12,4.59,28.02,18272.85,18350.75,18248.7,18338.55,3,51,0.001277109,-1446,3262
