Date,feat_Div_Yield,feat_PB,feat_PE,Open,High,Low,Close,new_high_new_low,nifty_above_dma,sector,FIICash,DIIcash
07-Nov-19,1.24,3.71,27.75,12021.1,12021.4,11946.85,12012.05,17,82,0.001835341,932,-584
08-Nov-19,1.25,3.68,27.51,11987.15,12034.15,11888.75,11908.15,9,80.8,0.001788886,664,-245
11-Nov-19,1.25,3.68,27.52,11879.2,11932.65,11853.95,11913.45,11,79,0.001810423,585,-890
13-Nov-19,1.26,3.66,27.31,11908.3,11946.8,11823.2,11840.45,5,77,0.001866269,-338,636
14-Nov-19,1.26,3.67,27.38,11858.75,11895.65,11802.65,11872.1,6,75.2,0.001822865,-338,636
15-Nov-19,1.26,3.67,27.32,11904.2,11973.65,11879.25,11895.45,6,73.6,0.001852491,-338,636
18-Nov-19,1.26,3.67,27.29,11915.15,11946.2,11867.6,11884.5,1,71.8,0.001844272,-338,636
19-Nov-19,1.25,3.69,27.31,11919.45,11958.85,11881.75,11940.1,-2,68.8,0.001701584,-338,636
20-Nov-19,1.24,3.71,27.23,12004.75,12038.6,11966.05,11999.1,-1,63.4,0.001570183,-338,636
21-Nov-19,1.25,3.7,27.89,12025.65,12028.2,11956.9,11968.4,-1,59.2,0.001393972,-338,636
22-Nov-19,1.25,3.68,27.77,11967.3,11968.1,11883.5,11914.4,0,54.4,0.001382399,-338,636
25-Nov-19,1.24,3.73,28.14,11922.45,12084.5,11919.75,12073.75,-2,51.2,0.001364984,-338,636
26-Nov-19,1.24,3.72,28.05,12110.2,12132.45,12006.35,12037.7,2,48,0.001312441,-338,636
27-Nov-19,1.23,3.74,28.2,12068.5,12114.9,12055.15,12100.7,7,46.2,0.001180834,-338,636
28-Nov-19,1.23,3.75,28.32,12132.1,12158.8,12099.95,12151.15,3,43.8,0.001149108,-338,636
29-Nov-19,1.24,3.72,28.1,12146.2,12147.4,12017.4,12056.05,0,41.4,0.001079948,-338,636
02-Dec-19,1.24,3.72,28.08,12137.05,12137.15,12023.7,12048.2,8,43,0.001034257,-562,83
03-Dec-19,1.25,3.7,27.95,12067.65,12068.6,11956.4,11994.2,10,43.4,0.000954941,-1008,538
04-Dec-19,1.24,3.72,28.07,11969.95,12054.7,11935.3,12043.2,4,46.6,0.000885711,-271,309
05-Dec-19,1.24,3.71,28.01,12071.25,12081.2,11998.75,12018.4,8,49.8,0.000862084,-915,262
06-Dec-19,1.25,3.68,27.78,12047.35,12057.05,11888.85,11921.5,2,50.8,0.000822975,567,183
09-Dec-19,1.25,3.69,27.82,11939.1,11981.95,11888.05,11937.5,-2,50.2,0.000814772,5024,-248
10-Dec-19,1.26,3.66,27.63,11950.5,11953.2,11844.7,11856.8,-10,49.4,0.000781213,306,-177
11-Dec-19,1.25,3.68,27.76,11867.35,11923.2,11832.3,11910.15,-3,49.6,0.000615365,961,-214
12-Dec-19,1.25,3.7,27.9,11944.3,12005.5,11934,11971.8,-3,48.8,0.000503724,4678,-4242
13-Dec-19,1.24,3.73,28.17,12026.4,12098.85,12023.6,12086.7,-7,47,0.000503529,43,440
16-Dec-19,1.24,3.72,28.09,12131.35,12134.65,12046.3,12053.95,-8,43.4,0.000455261,1009,-155
17-Dec-19,1.23,3.76,28.35,12082.45,12182.75,12070.35,12165,-11,40.4,0.000483124,-1892,954
18-Dec-19,1.22,3.77,28.48,12197,12237.7,12163.45,12221.65,-7,37,0.000517424,-1731,754
19-Dec-19,1.22,3.79,28.57,12223.4,12268.35,12191.15,12259.7,1,35.8,0.000556992,-1131,964
20-Dec-19,1.22,3.79,28.6,12266.45,12293.9,12252.75,12271.8,5,37.8,0.000611047,-781,904
23-Dec-19,1.22,3.79,28.58,12235.45,12287.15,12213.25,12262.75,4,39.2,0.00062409,653,-410
24-Dec-19,1.22,3.77,28.47,12269.25,12283.7,12202.1,12214.55,2,43.2,0.000639521,-868,211
26-Dec-19,1.23,3.74,28.26,12211.85,12221.55,12118.85,12126.55,5,45.4,0.000823351,459,75
27-Dec-19,1.23,3.78,28.48,12172.9,12258.45,12157.9,12245.8,6,49.2,0.000957632,-367,338
30-Dec-19,1.23,3.78,28.5,12274.9,12286.45,12213.8,12255.85,8,54.4,0.00109026,605,240
31-Dec-19,1.24,3.75,28.3,12247.1,12247.1,12151.8,12168.45,10,59.2,0.001240514,-684,810
01-Jan-20,1.24,3.76,28.33,12202.15,12222.2,12165.3,12182.5,3,64.2,0.001375226,116,385
02-Jan-20,1.23,3.79,28.56,12198.55,12289.9,12195.25,12282.2,4,67.2,0.001608979,728,-796
03-Jan-20,1.23,3.77,28.44,12261.1,12265.6,12191.35,12226.65,6,69.4,0.001822412,1248,-908
06-Jan-20,1.26,3.7,27.89,12170.6,12179.1,11974.2,11993.05,8,70.2,0.001932767,1837,-1268
07-Jan-20,1.25,3.72,28.03,12079.1,12152.15,12005.35,12052.95,6,71,0.0020171,739,-494
08-Jan-20,1.25,3.71,27.97,11939.1,12044.95,11929.6,12025.35,5,69.6,0.002107921,339,-285
09-Jan-20,1.23,3.77,28.41,12153.15,12224.05,12132.55,12215.9,11,69.8,0.002207975,1463,-1947
10-Jan-20,1.23,3.78,28.51,12271,12311.2,12213.2,12256.8,3,68,0.002290377,-114,-345
13-Jan-20,1.22,3.8,28.67,12296.7,12337.75,12285.8,12329.55,-3,64.2,0.002306351,-504,120
14-Jan-20,1.22,3.81,28.67,12333.1,12374.25,12308.7,12362.3,2,60.4,0.002314683,81,126
15-Jan-20,1.22,3.81,28.63,12349.4,12355.15,12278.75,12343.3,-5,56.6,0.002359833,-131,201
16-Jan-20,1.24,3.68,28.62,12347.1,12389.05,12315.8,12355.5,4,58.8,0.002253603,-1265,585
17-Jan-20,1.24,3.67,28.61,12328.4,12385.45,12321.4,12352.35,8,59.4,0.002153852,-59,208
20-Jan-20,1.25,3.63,28,12430.5,12430.5,12216.9,12224.55,7,59.2,0.002124551,689,64
21-Jan-20,1.25,3.45,27.84,12195.3,12230.05,12162.3,12169.85,14,61.4,0.002070347,1263,-1029
22-Jan-20,1.26,3.42,27.73,12218.35,12225.05,12087.9,12106.9,12,63,0.001989531,-104,-24
23-Jan-20,1.25,3.43,27.88,12123.75,12189,12094.1,12180.35,15,63.8,0.001887672,-682,311
24-Jan-20,1.24,3.45,28.1,12174.55,12272.15,12149.65,12248.25,11,65.4,0.001765074,-516,748
27-Jan-20,1.25,3.42,27.73,12197.1,12216.6,12107,12119,9,67.2,0.001521365,-431,419
28-Jan-20,1.26,3.4,26.65,12148.1,12163.55,12024.5,12055.8,0,66.6,0.001246935,578,-252
29-Jan-20,1.26,3.42,26.81,12114.9,12169.6,12103.8,12129.5,1,67.2,0.000883577,68,47
30-Jan-20,1.27,3.39,26.57,12147.75,12150.3,12010.6,12035.8,4,64.6,0.000599567,-206,-642
31-Jan-20,1.27,3.37,26.41,12100.4,12103.55,11945.85,11962.1,9,62.4,0.000264673,280,-648
01-Feb-20,1.31,3.28,25.75,11939,12017.35,11633.3,11661.85,4,60,-0.000104171,-395,-185
03-Feb-20,1.3,3.3,25.9,11627.45,11749.85,11614.5,11707.9,-6,56.6,-0.000390145,264,-500
04-Feb-20,1.27,3.37,26.57,11786.25,11986.15,11783.4,11979.65,10,54.4,-0.000624775,6,-1420
05-Feb-20,1.26,3.4,27.05,12005.85,12098.15,11953.35,12089.15,-4,50.6,-0.000860524,-50,-308
06-Feb-20,1.26,3.42,27.16,12120,12160.6,12084.65,12137.95,-8,46.8,-0.001072015,-176,-326
07-Feb-20,1.26,3.41,27.03,12151.15,12154.7,12073.95,12098.35,-19,44,-0.001235482,1352,-985
10-Feb-20,1.27,3.39,26.89,12102.35,12103.55,11990.75,12031.5,5,45.6,-0.001419792,659,418
11-Feb-20,1.26,3.41,27.21,12108.4,12172.3,12099,12107.9,5,47.2,-0.001522979,-439,11
12-Feb-20,1.25,3.44,27.65,12151,12231.75,12144.3,12201.2,5,48.2,-0.001711318,-1358,712
13-Feb-20,1.25,3.43,27.59,12219.55,12225.65,12139.8,12174.65,2,48.6,-0.001848755,-1014,1521
14-Feb-20,1.26,3.41,27.45,12190.15,12246.7,12091.2,12113.45,3,48.4,-0.001910372,-962,292
17-Feb-20,1.27,3.39,27.42,12131.8,12159.6,12037,12045.8,5,49.6,-0.001992751,-4179,3816
18-Feb-20,1.27,3.38,27.29,12028.25,12030.75,11908.05,11992.5,9,50.2,-0.002115035,-1200,1287
19-Feb-20,1.26,3.41,27.6,12090.6,12134.7,12042.1,12125.9,7,51.8,-0.002339083,366,602
20-Feb-20,1.26,3.4,27.5,12119,12152,12071.45,12080.85,10,53.2,-0.002546233,249,263
24-Feb-20,1.29,3.33,26.92,12012.55,12012.55,11813.4,11829.4,-5,54.8,-0.002757337,-560,304
25-Feb-20,1.29,3.32,26.85,11877.5,11883.05,11779.9,11797.9,-10,53.8,-0.00287873,162,-179
26-Feb-20,1.3,3.29,26.58,11738.55,11783.25,11639.6,11678.5,7,54.2,-0.003080243,-185,-736
27-Feb-20,1.31,3.27,26.48,11661.25,11663.85,11536.7,11633.3,8,52.6,-0.003228306,-209,345
28-Feb-20,1.36,3.15,25.49,11382,11384.8,11175.05,11201.75,-9,47.6,-0.003419533,49,339
02-Mar-20,1.37,3.13,25.34,11387.35,11433,11036.25,11132.75,-11,43.6,-0.003642522,1061,-960
03-Mar-20,1.35,3.18,25.73,11217.55,11342.25,11152.55,11303.3,-16,38.8,-0.003815501,-705,220
04-Mar-20,1.35,3.17,25.61,11351.35,11356.6,11082.15,11251,-20,33.6,-0.003986579,-374,-154
05-Mar-20,1.35,3.17,25.65,11306.05,11389.5,11244.6,11269,-32,27.8,-0.004118715,-74,-309
06-Mar-20,1.39,3.09,25.01,10942.65,11035.1,10827.4,10989.45,-26,23,-0.00430377,-191,590
09-Mar-20,1.46,2.94,23.79,10742.05,10751.55,10294.45,10451.45,-3,20.6,-0.00443825,1495,-700
11-Mar-20,1.46,2.94,23.8,10334.3,10545.1,10334,10458.4,-10,19,-0.004558858,-1161,516
12-Mar-20,1.59,2.7,21.83,10039.95,10040.75,9508,9590.15,0,16.2,-0.004665434,-2315,1565
13-Mar-20,1.53,2.8,22.66,9107.6,10159.4,8555.15,9955.2,-25,13.8,-0.004752451,-3337,2786
16-Mar-20,1.66,2.59,20.93,9587.8,9602.2,9165.1,9197.4,-32,13.2,-0.004848303,-3127,3498
17-Mar-20,1.7,2.52,20.41,9285.4,9403.8,8915.6,8967.05,-23,12.6,-0.00494259,-1429,7621
18-Mar-20,1.8,2.38,19.27,9088.45,9127.55,8407.05,8468.8,-47,11.4,-0.005142074,-1355,1139
19-Mar-20,1.84,2.36,18.63,8063.3,8575.45,7832.55,8263.45,-50,10.8,-0.005525588,-2416,3135
20-Mar-20,1.74,2.49,19.72,8284.45,8883,8178.2,8745.45,-4,10.8,-0.005924249,-878,764
23-Mar-20,2,2.17,17.15,7945.7,8159.25,7583.6,7610.25,-5,10.8,-0.006413319,-2477,2511
24-Mar-20,1.95,2.22,17.58,7848.3,8036.95,7511.1,7801.05,-24,9,-0.00692157,-3595,2544
25-Mar-20,1.83,2.37,18.74,7735.15,8376.75,7714.75,8317.85,-35,6.8,-0.007338352,-6596,4975
26-Mar-20,1.76,2.46,19.47,8451,8749.05,8304.9,8641.45,-4,5.2,-0.007794829,-3515,2835
27-Mar-20,1.76,2.47,19.52,8949.1,9038.9,8522.9,8660.25,-31,3,-0.008312062,-3475,3918
30-Mar-20,1.84,2.36,18.66,8385.95,8576,8244,8281.1,-19,2.8,-0.008917945,-6028,5868
31-Mar-20,1.77,2.45,19.38,8529.35,8678.3,8358,8597.75,-5,3.4,-0.009549944,-3810,2615
01-Apr-20,1.84,2.35,18.6,8584.1,8588.1,8198.35,8253.8,-1,6.4,-0.010102434,-4045,3422
03-Apr-20,1.88,2.3,18.22,8356.55,8356.55,8055.8,8083.8,0,8.8,-0.01060623,-5085,3636
07-Apr-20,1.73,2.51,19.81,8446.3,8819.4,8360.95,8792.2,-3,10.8,-0.011030587,-4623,4367
08-Apr-20,1.74,2.49,19.72,8688.9,9131.7,8653.9,8748.75,-2,15.4,-0.011400856,-3346,2431
09-Apr-20,1.67,2.6,20.53,8973.05,9128.35,8904.55,9111.9,0,17.8,-0.011485059,-2989,1082
13-Apr-20,1.69,2.56,20.27,9103.95,9112.05,8912.4,8993.85,-3,20,-0.011751673,-2153,1554
15-Apr-20,1.7,2.54,20.11,9196.4,9261.2,8874.1,8925.3,3,26.2,-0.01199931,-1893,738
16-Apr-20,1.69,2.56,20.25,8851.25,9053.75,8821.9,8992.8,5,33.4,-0.012150533,-485,-770
17-Apr-20,1.64,2.64,20.85,9323.45,9324,9091.35,9266.75,4,42.4,-0.01194644,356,1704
20-Apr-20,1.64,2.64,20.75,9390.2,9390.85,9230.8,9261.85,2,50.2,-0.01172228,-4364,3550
21-Apr-20,1.69,2.56,20.1,9016.95,9044.4,8909.4,8981.45,3,55.2,-0.011758959,-3045,3576
22-Apr-20,1.66,2.62,20.56,9026.75,9209.75,8946.25,9187.3,1,60.2,-0.011594685,-1117,-450
23-Apr-20,1.63,2.65,20.84,9232.35,9343.6,9170.15,9313.9,3,67.4,-0.011350928,-1961,227
24-Apr-20,1.66,2.61,20.48,9163.9,9296.9,9141.3,9154.4,0,71.6,-0.011093502,742,423
27-Apr-20,1.64,2.65,20.77,9259.7,9377.1,9250.35,9282.3,3,73.8,-0.010998151,1943,-1758
28-Apr-20,1.62,2.67,21,9389.8,9404.4,9260,9380.9,1,77.6,-0.01078372,1738,-466
29-Apr-20,1.59,2.72,21.65,9408.6,9599.85,9392.35,9553.35,2,76.6,-0.010392245,-1244,-1097
30-Apr-20,1.54,2.81,22.35,9753.5,9889.05,9731.5,9859.9,1,73.6,-0.009857486,1359,-1098
04-May-20,1.64,2.65,21.39,9533.5,9533.5,9266.95,9293.5,3,69.8,-0.00966102,-2920,1321
05-May-20,1.65,2.62,21.19,9429.4,9450.9,9190.75,9205.6,1,67.2,-0.009367113,-1392,534
06-May-20,1.64,2.64,21.34,9226.8,9346.9,9116.5,9270.9,2,67.4,-0.008769054,-266,-789
07-May-20,1.65,2.62,21.18,9234.05,9277.85,9175.9,9199.05,12,68.6,-0.008037197,-2095,-68
08-May-20,1.64,2.64,21.28,9376.95,9382.65,9238.2,9251.5,1,63.2,-0.007483157,-1326,864
11-May-20,1.65,2.63,21.21,9348.15,9439.9,9219.95,9239.2,0,57.6,-0.006640112,-115,338
12-May-20,1.65,2.62,21.11,9168.85,9240.85,9043.95,9196.55,0,57.4,-0.005784174,-207,-994
13-May-20,1.62,2.67,21.51,9584.2,9584.5,9351.1,9383.55,2,55.2,-0.004961273,-916,1142
14-May-20,1.67,2.6,21,9213.95,9281.1,9119.75,9142.75,3,53,-0.004274673,-122,389
15-May-20,1.67,2.6,20.98,9182.4,9182.4,9050,9136.85,3,54.4,-0.003723601,722,79
18-May-20,1.73,2.51,20.26,9158.3,9158.3,8806.75,8823.25,1,55,-0.003026894,1969,579
19-May-20,1.72,2.53,20.39,8961.7,9030.35,8855.3,8879.1,8,56.2,-0.002332822,-1374,-1662
20-May-20,1.68,2.58,21.16,8889.15,9093.8,8875.35,9066.55,0,52.8,-0.001781982,-1059,-995
21-May-20,1.67,2.59,21.14,9079.45,9178.55,9056.1,9106.25,0,48,-0.001220832,-494,322
22-May-20,1.69,2.57,20.97,9067.9,9149.6,8968.55,9039.25,-4,45,-0.000583295,19056,3818
26-May-20,1.69,2.57,21.1,9099.75,9161.65,8996.65,9029.05,0,44.6,-5.72E-05,1725,-1503
27-May-20,1.64,2.65,21.77,9082.2,9334,9004.25,9314.95,2,45.8,0.000252112,535,-822
28-May-20,1.61,2.7,22.17,9364.95,9511.25,9336.5,9490.1,-1,48,0.000642414,-1662,-364
29-May-20,1.59,2.73,22.38,9422.2,9598.85,9376.9,9580.3,-2,49.2,0.001087794,-283,233
01-Jun-20,1.55,2.8,22.96,9726.85,9931.6,9706.95,9826.15,3,49.6,0.001541545,-2153,802
02-Jun-20,1.53,2.84,23.31,9880.85,9995.6,9824.05,9979.1,3,51.8,0.001847608,-2388,1226
03-Jun-20,1.51,2.86,23.5,10108.3,10176.2,10035.55,10061.55,7,53.2,0.002103872,-2513,-152
04-Jun-20,1.52,2.85,23.42,10054.25,10123.85,9944.25,10029.1,15,57.6,0.00262118,-1328,1660
05-Jun-20,1.5,2.89,23.91,10093.8,10177.8,10040.75,10142.15,21,63,0.00302921,-1467,2373
08-Jun-20,1.5,2.89,23.97,10326.75,10328.5,10120.25,10167.45,14,71.6,0.003408332,-259,402
09-Jun-20,1.52,2.86,24.25,10181.15,10291.15,10021.45,10046.65,19,78.2,0.003702804,-1354,-344
10-Jun-20,1.51,2.88,24.41,10072.6,10148.75,10036.85,10116.15,7,82.4,0.00408553,4716,2841
11-Jun-20,1.54,2.82,23.9,10094.1,10112.05,9885.05,9902,15,86.2,0.004278447,-335,2409
12-Jun-20,1.53,2.84,24.08,9544.95,9996.05,9544.35,9972.9,22,89.8,0.004377407,2354,145
15-Jun-20,1.55,2.79,23.69,9919.35,9943.35,9726.35,9813.7,9,92.8,0.004118044,1461,967
16-Jun-20,1.54,2.82,24.31,10014.8,10046.15,9728.5,9914,6,92.4,0.004218935,1575,-459
17-Jun-20,1.54,2.81,24.59,9876.7,10003.6,9833.8,9881.15,3,87.8,0.004255205,7498,441
18-Jun-20,1.51,2.87,25.11,9863.25,10111.2,9845.05,10091.65,1,83.6,0.004091165,1851,-782
19-Jun-20,1.49,2.92,25.49,10119,10272.4,10072.65,10244.4,3,76.6,0.003827193,2905,-847
22-Jun-20,1.48,2.94,25.66,10318.75,10393.65,10277.6,10311.2,3,71.2,0.00372977,98,47
23-Jun-20,1.45,2.98,26.05,10347.95,10484.7,10301.75,10471,1,66.8,0.003489353,813,-1238
24-Jun-20,1.48,2.93,25.63,10529.25,10553.15,10281.95,10305.3,0,64.2,0.003240778,491,-733
25-Jun-20,1.48,2.93,25.59,10235.55,10361.8,10194.5,10288.9,5,62.2,0.00289981,-919,501
26-Jun-20,1.54,2.97,26.67,10378.9,10409.85,10311.25,10383,8,61.8,0.002718866,-805,-874
29-Jun-20,1.55,2.95,26.49,10311.95,10337.95,10223.6,10312.4,15,62.4,0.002724541,-1311,1945
30-Jun-20,1.55,2.94,26.32,10382.6,10401.05,10267.35,10302.1,20,62.6,0.002672109,-2960,1076
01-Jul-20,1.54,2.98,26.97,10323.8,10447.05,10299.6,10430.05,4,65,0.002639314,-1479,1162
02-Jul-20,1.52,3.01,27.63,10493.05,10598.2,10485.55,10551.7,9,67.6,0.002706137,-487,168
03-Jul-20,1.51,3.03,27.78,10614.95,10631.3,10562.65,10607.35,2,70.6,0.002749205,367,1131
06-Jul-20,1.49,3.07,28.13,10723.85,10811.4,10695.1,10763.65,3,72.2,0.002789324,1237,-881
07-Jul-20,1.49,3.08,28.22,10802.85,10813.8,10689.7,10799.65,2,73.2,0.002859646,424,-1288
08-Jul-20,1.5,3.05,27.98,10818.65,10847.85,10676.55,10705.75,5,74,0.002885727,169,454
09-Jul-20,1.48,3.08,28.26,10755.55,10836.85,10733,10813.45,9,74.2,0.003027957,1767,-1525
10-Jul-20,1.49,3.07,28.27,10764.1,10819.4,10713,10768.05,14,74.6,0.003058471,-1051,-256
13-Jul-20,1.49,3.08,28.36,10851.85,10894.05,10756.05,10802.7,12,72.6,0.003096685,-753,1304
14-Jul-20,1.51,3.02,27.85,10750.85,10755.65,10562.9,10607.35,10,71.4,0.002856641,-1937,1036
15-Jul-20,1.51,3.03,27.88,10701,10827.45,10577.75,10618.2,6,72,0.002626609,-2000,2051
16-Jul-20,1.49,3.06,28.19,10706.2,10755.3,10595.2,10739.95,5,70.8,0.002332159,-1696,1377
17-Jul-20,1.47,3.11,28.55,10752,10933.45,10749.65,10901.7,7,72.4,0.001998554,-557,909
20-Jul-20,1.46,3.14,28.86,10999.45,11037.9,10953,11022.2,3,71.4,0.001553443,857,-332
21-Jul-20,1.44,3.18,29.01,11126.1,11179.55,11113.25,11162.25,4,70,0.001324039,348,263
22-Jul-20,1.44,3.17,28.93,11231.2,11238.1,11056.55,11132.6,6,67.2,0.001195078,830,-784
23-Jul-20,1.43,3.2,29.2,11135,11239.8,11103.15,11215.45,10,66.8,0.001145937,-995,-853
24-Jul-20,1.43,3.19,29.35,11149.95,11225.4,11090.3,11194.15,12,65.6,0.001018304,213,-803
27-Jul-20,1.44,3.17,29.18,11225,11225,11087.85,11131.8,15,66.6,0.001057129,-1031,-431
28-Jul-20,1.49,3.14,29.87,11154.1,11317.75,11151.4,11300.55,9,66.8,0.001224711,222,-1486
29-Jul-20,1.54,3.1,29.59,11276.9,11341.4,11149.75,11202.85,7,67.4,0.001337697,-1566,-650
30-Jul-20,1.56,3.07,29.46,11254.3,11299.95,11084.95,11102.15,4,67.6,0.001313916,-222,-899
31-Jul-20,1.49,3.12,30.2,11139.5,11150.4,11026.65,11073.45,3,65.4,0.001284848,-1091,1660
03-Aug-20,1.51,3.07,29.7,11057.55,11058.05,10882.25,10891.6,12,67.8,0.001224811,697,-209
04-Aug-20,1.49,3.12,30.39,10946.65,11112.25,10908.1,11095.25,10,71.4,0.001044558,1710,-1522
05-Aug-20,1.48,3.13,30.41,11155.75,11225.65,11064.05,11101.65,12,72.2,0.000968394,2266,-727
06-Aug-20,1.47,3.15,30.68,11185.7,11256.8,11127.3,11200.15,8,71,0.00090285,1666,-1139
07-Aug-20,1.47,3.16,30.72,11186.65,11231.9,11142.05,11214.05,8,67.8,0.000908008,1741,-932
10-Aug-20,1.46,3.17,31.23,11270.25,11337.3,11238,11270.15,4,65,0.000846546,410,-1003
11-Aug-20,1.46,3.19,31.37,11322.25,11373.6,11299.15,11322.5,9,64.2,0.000759582,-453,-978
12-Aug-20,1.46,3.18,31.33,11289,11322,11242.65,11308.4,10,63.2,0.000773444,246,-1017
13-Aug-20,1.46,3.18,31.42,11334.85,11359.3,11269.95,11300.45,12,64.2,0.000905642,-353,-506
14-Aug-20,1.47,3.15,31.09,11353.3,11366.25,11111.45,11178.4,15,67.2,0.001095761,207,-387
17-Aug-20,1.46,3.17,31.64,11248.9,11267.1,11144.5,11247.1,9,68.2,0.00127942,-959,443
18-Aug-20,1.45,3.21,32.03,11259.8,11401.7,11253.15,11385.35,9,67.6,0.001498279,7818,-136
19-Aug-20,1.44,3.21,32.09,11452.15,11460.35,11394.1,11408.4,8,69.2,0.001646604,704,-666
20-Aug-20,1.49,3.17,31.91,11317.45,11361.45,11289.8,11312.2,6,68,0.001734527,-60,-426
21-Aug-20,1.47,3.18,32.08,11409.65,11418.5,11362.2,11371.6,8,69.8,0.001854632,637,-468
24-Aug-20,1.46,3.21,32.41,11412,11497.25,11410.65,11466.45,15,72.4,0.001970645,397,-439
25-Aug-20,1.46,3.21,32.43,11513.1,11525.9,11423.35,11472.25,11,73.6,0.002170136,303,-505
26-Aug-20,1.45,3.23,32.64,11512.85,11561.75,11461.85,11549.6,6,72,0.002383819,1014,-1416
27-Aug-20,1.45,3.23,32.67,11609.3,11617.35,11540.6,11559.25,12,71,0.002599576,351,-940
28-Aug-20,1.43,3.26,32.92,11602.95,11686.05,11589.4,11647.6,7,69.4,0.002784789,416,-764
31-Aug-20,1.46,3.2,32.29,11777.55,11794.25,11325.85,11387.5,6,67.4,0.002950106,46,-797
01-Sep-20,1.45,3.22,32.53,11464.3,11553.55,11366.9,11470.25,8,66.8,0.002992138,333,-718
02-Sep-20,1.44,3.24,32.71,11478.55,11554.75,11430.4,11535,5,66.2,0.003034935,1135,-379
03-Sep-20,1.45,3.24,33.04,11566.2,11584.95,11507.65,11527.45,9,67.6,0.003065572,459,-97
04-Sep-20,1.48,3.18,32.49,11354.4,11452.05,11303.65,11333.85,6,64,0.003108631,-268,-672
07-Sep-20,1.48,3.19,32.55,11359.6,11381.15,11251.7,11355.05,-2,59.8,0.003093807,410,-251
08-Sep-20,1.48,3.18,32.44,11378.55,11437.25,11290.45,11317.35,2,58.4,0.002886377,219,-336
09-Sep-20,1.49,3.17,32.33,11218.6,11298.15,11185.15,11278,8,59.6,0.002675697,1481,-173
10-Sep-20,1.46,3.22,32.82,11363.3,11464.05,11327.4,11449.25,0,56.6,0.002507836,1581,-1195
11-Sep-20,1.46,3.22,32.86,11447.8,11493.5,11419.9,11464.45,-5,53.6,0.002451928,1164,-809
14-Sep-20,1.47,3.21,32.79,11540.15,11568.9,11383.55,11440.05,-1,50,0.002472268,1004,-544
15-Sep-20,1.42,3.2,33.03,11487.2,11535.95,11442.25,11521.8,-6,45.6,0.002529026,-3395,681
16-Sep-20,1.41,3.23,33.26,11538.45,11618.1,11516.75,11604.55,2,43,0.00242037,486,-775
17-Sep-20,1.42,3.2,33.01,11539.4,11587.2,11498.5,11516.1,2,41.6,0.002336845,991,-657
18-Sep-20,1.42,3.2,32.98,11584.1,11584.1,11446.1,11504.95,3,42.8,0.002127019,8,120
21-Sep-20,1.45,3.13,32.25,11503.8,11535.25,11218.5,11250.55,2,43.6,0.002007819,-1889,-457
22-Sep-20,1.47,3.1,31.97,11301.75,11302.2,11084.65,11153.65,2,44,0.001899582,-7,-816
23-Sep-20,1.47,3.1,31.91,11258.75,11259.55,11024.4,11131.85,4,42.8,0.001701139,-1057,620
24-Sep-20,1.51,3.01,30.97,11011,11015.3,10790.2,10805.55,1,44.4,0.001336297,-959,-264
25-Sep-20,1.44,3.13,32.12,10910.4,11072.6,10854.85,11050.25,-6,43.6,0.000967709,838,-317
28-Sep-20,1.41,3.18,32.63,11140.85,11239.35,11099.85,11227.55,-23,43.6,0.000550144,1176,-724
29-Sep-20,1.42,3.18,32.62,11288.6,11305.4,11181,11222.4,-12,43,0.0002074,298,-120
30-Sep-20,1.41,3.19,32.69,11244.45,11295.4,11184.55,11247.55,-27,39,-0.000101195,1171,-896
01-Oct-20,1.39,3.23,33.18,11364.45,11428.6,11347.05,11416.95,-4,36,-0.000411678,265,-212
05-Oct-20,1.38,3.26,33.43,11487.8,11578.05,11452.3,11503.35,1,37.8,-0.000597945,-250,-1068
06-Oct-20,1.36,3.3,33.9,11603.45,11680.3,11564.3,11662.4,1,37.8,-0.000814825,205,-101
07-Oct-20,1.35,3.32,34.12,11679.25,11763.05,11629.35,11738.85,-1,36.2,-0.000949874,-540,-518
08-Oct-20,1.34,3.35,34.4,11835.4,11905.7,11791.15,11834.6,0,37.4,-0.001124397,-2073,879
09-Oct-20,1.33,3.37,34.71,11852.05,11938.6,11805.2,11914.2,7,39.4,-0.001169564,-3912,1629
12-Oct-20,1.33,3.38,34.76,11973.55,12022.05,11867.2,11930.95,4,44.8,-0.001297704,-1886,189
13-Oct-20,1.33,3.38,34.77,11934.65,11988.2,11888.9,11934.5,9,50,-0.001371125,-2080,2071
14-Oct-20,1.33,3.39,34.87,11917.4,11997.2,11822.15,11971.05,9,55.4,-0.001476834,-27,542
15-Oct-20,1.36,3.31,34.03,12023.45,12025.45,11661.3,11680.35,3,62,-0.001515522,-1457,577
16-Oct-20,1.35,3.33,34.13,11727.4,11789.75,11667.85,11762.45,5,66,-0.001479056,-712,409
19-Oct-20,1.34,3.36,34.43,11879.2,11898.25,11820.4,11873.05,5,65.8,-0.001458119,1632,259
20-Oct-20,1.33,3.37,34.28,11861,11949.25,11837.25,11896.8,-5,67.6,-0.001422162,237,-472
21-Oct-20,1.33,3.38,34.4,11958.55,12018.65,11775.75,11937.65,1,66,-0.001298782,1102,-935
22-Oct-20,1.33,3.37,34.27,11890,11939.55,11823.45,11896.45,1,64,-0.001074126,1094,-1129
23-Oct-20,1.33,3.38,34.37,11957.9,11974.55,11908.75,11930.35,4,62,-0.0007857,978,20
