Date,FIICash,DIIcash
2020-12-28,1589.0,-1387.0
2020-12-29,2350.0,-2011.0
2020-12-30,1825.0,-587.0
2020-12-31,1136.0,-258.0
2021-01-01,506.0,69.0
2021-01-04,1843.0,-715.0
2021-01-05,986.0,-490.0
2021-01-06,-484.0,-380.0
2021-01-07,382.0,-990.0
2021-01-08,6030.0,-2373.0
2021-01-11,3139.0,-2610.0
2021-01-12,571.0,-1335.0
2021-01-13,1879.0,-2370.0
2021-01-14,1077.0,-188.0
2021-01-15,971.0,-942.0
2021-01-18,651.0,-43.0
2021-01-19,258.0,-199.0
2021-01-20,2289.0,-865.0
2021-01-21,1615.0,-1039.0
2021-01-22,-636.0,-1290.0
2021-01-25,-765.0,-388.0
2021-01-27,-1688.0,-3.0
2021-01-28,-3713.0,1737.0
2021-01-29,-5931.0,2443.0
