,Date,FIIcall,FIIput,FIIFuture,FIIFutOI,FIICash,DIIcash
1727,13 Aug 2018,-2.9,1.0,-722.0,28024.0,-972.0,216.0
1726,14 Aug 2018,3.4,7.7,-711.0,28727.0,-379.0,391.0
1725,16 Aug 2018,-8.9,11.6,-433.0,28720.0,-825.0,134.0
1724,17 Aug 2018,15.6,4.0,-695.0,30356.0,147.0,152.0
1723,20 Aug 2018,1.9,-5.6,-118.0,31185.0,-483.0,593.0
1722,21 Aug 2018,0.4,2.9,-368.0,31622.0,254.0,198.0
1721,23 Aug 2018,-16.9,13.0,358.0,32513.0,433.0,142.0
1720,24 Aug 2018,-3.3,2.9,-47.0,32684.0,-76.0,905.0
1719,27 Aug 2018,5.2,-11.7,657.0,33805.0,253.0,1117.0
1718,28 Aug 2018,-0.3,-5.3,284.0,32805.0,-161.0,-199.0
1717,29 Aug 2018,-5.2,-2.7,-996.0,33419.0,-1416.0,1114.0
1716,30 Aug 2018,-43.6,-6.3,896.0,17647.0,-1416.0,1114.0
1715,31 Aug 2018,4.6,11.8,-1110.0,19081.0,-213.0,172.0
1714,03 Sep 2018,3.8,13.1,-394.0,19352.0,-21.0,-542.0
1713,04 Sep 2018,-21.6,20.9,-336.0,20163.0,33.0,-21.0
1712,05 Sep 2018,7.7,41.5,-2328.0,23116.0,-384.0,177.0
1711,06 Sep 2018,9.9,12.0,-1155.0,24112.0,-455.0,612.0
1710,07 Sep 2018,8.0,-5.1,-362.0,24655.0,38.0,942.0
1709,10 Sep 2018,-20.1,39.3,-631.0,25778.0,-842.0,-290.0
1708,11 Sep 2018,-0.6,8.1,-1676.0,25948.0,-1454.0,750.0
1707,12 Sep 2018,10.3,1.1,-391.0,25516.0,-1086.0,541.0
1706,14 Sep 2018,19.0,-5.2,458.0,24747.0,1091.0,115.0
1705,17 Sep 2018,-8.9,-4.7,-617.0,24871.0,-107.0,-180.0
1704,18 Sep 2018,-7.7,23.7,965.0,26088.0,-1144.0,265.0
1703,19 Sep 2018,11.2,1.3,355.0,27204.0,-2185.0,1201.0
1702,21 Sep 2018,-34.8,-12.0,1564.0,27670.0,761.0,497.0
1701,24 Sep 2018,-16.9,23.2,522.0,26752.0,-524.0,1528.0
1700,25 Sep 2018,-5.9,16.1,-793.0,27308.0,-1232.0,2284.0
1699,26 Sep 2018,-1.2,18.3,279.0,27609.0,-810.0,1555.0
1698,27 Sep 2018,45.2,-136.2,-1536.0,16814.0,552.0,-187.0
1697,28 Sep 2018,-20.9,19.6,702.0,17644.0,-1700.0,3256.0
1696,01 Oct 2018,19.8,-2.4,9.0,18174.0,-1842.0,1805.0
1695,03 Oct 2018,-10.3,-6.1,-700.0,18495.0,-1550.0,1402.0
1694,04 Oct 2018,-35.6,40.5,-3157.0,20392.0,-2761.0,1824.0
1693,05 Oct 2018,-12.8,29.9,-1610.0,21525.0,-3370.0,1902.0
1692,08 Oct 2018,-1.5,-15.6,918.0,22055.0,-1805.0,1974.0
1691,09 Oct 2018,0.8,-17.6,80.0,20776.0,-1242.0,1526.0
1690,10 Oct 2018,10.1,2.8,-1487.0,22882.0,-1096.0,1893.0
1689,11 Oct 2018,-11.8,4.8,-1143.0,22004.0,-2869.0,1888.0
1688,12 Oct 2018,28.3,-9.8,529.0,22236.0,-1322.0,1287.0
1687,15 Oct 2018,15.0,4.7,-1208.0,22138.0,68.0,295.0
1686,16 Oct 2018,4.9,11.9,186.0,22359.0,-1166.0,1059.0
1685,17 Oct 2018,-6.2,9.2,1077.0,21633.0,140.0,-343.0
1684,19 Oct 2018,-20.7,-5.1,-438.0,22255.0,-618.0,-2.0
1683,22 Oct 2018,4.2,6.7,525.0,21528.0,-512.0,303.0
1682,23 Oct 2018,-7.3,13.0,-577.0,24851.0,-340.0,116.0
1681,24 Oct 2018,6.0,7.5,613.0,28497.0,-2047.0,1874.0
1680,25 Oct 2018,39.2,-106.1,-2605.0,23086.0,-1496.0,340.0
1679,26 Oct 2018,-14.3,70.9,-147.0,22901.0,-1357.0,1876.0
1678,29 Oct 2018,31.5,3.8,279.0,24623.0,-2231.0,2527.0
1677,30 Oct 2018,-5.5,12.6,201.0,24137.0,-1592.0,1363.0
1676,31 Oct 2018,21.1,-23.9,737.0,27079.0,-194.0,1125.0
1675,01 Nov 2018,-1.5,-12.7,-263.0,27103.0,349.0,-509.0
1674,02 Nov 2018,34.4,-3.4,1381.0,29017.0,-197.0,853.0
1673,05 Nov 2018,8.3,26.2,-481.0,29531.0,12.0,-622.0
1672,06 Nov 2018,12.4,10.6,440.0,29091.0,-500.0,119.0
1671,09 Nov 2018,12.7,-21.5,647.0,30245.0,614.0,-337.0
1670,12 Nov 2018,-9.1,12.5,-169.0,30822.0,832.0,-1074.0
1669,13 Nov 2018,5.4,5.9,-111.0,31077.0,-495.0,336.0
1668,14 Nov 2018,3.0,8.2,92.0,31351.0,277.0,-272.0
1667,15 Nov 2018,3.0,-10.8,419.0,32430.0,2043.0,-165.0
1666,16 Nov 2018,-7.6,3.3,163.0,33756.0,845.0,-372.0
1665,19 Nov 2018,-7.1,-22.0,861.0,34947.0,1103.0,-310.0
1664,20 Nov 2018,-7.7,-0.1,171.0,34458.0,-753.0,-44.0
1663,21 Nov 2018,9.0,29.5,-705.0,34619.0,-1652.0,607.0
1662,22 Nov 2018,-15.3,11.1,1601.0,32937.0,446.0,50.0
1661,26 Nov 2018,23.8,2.3,-168.0,35146.0,63.0,352.0
1660,27 Nov 2018,-5.2,-5.0,-705.0,34374.0,812.0,31.0
1659,28 Nov 2018,-15.0,13.7,1067.0,34108.0,961.0,-330.0
1658,29 Nov 2018,-55.7,-102.2,3303.0,21176.0,823.0,973.0
1657,30 Nov 2018,-1.7,32.6,172.0,21351.0,-333.0,1490.0
1656,03 Dec 2018,-5.3,-13.5,401.0,22408.0,293.0,-806.0
1655,04 Dec 2018,9.8,4.6,37.0,23380.0,-56.0,-521.0
1654,05 Dec 2018,6.3,-22.4,-1165.0,25078.0,-358.0,-792.0
1653,06 Dec 2018,-2.6,15.6,-1722.0,26317.0,72.0,-390.0
1652,07 Dec 2018,2.9,-7.2,617.0,27184.0,-817.0,243.0
1651,10 Dec 2018,-0.7,1.2,-1012.0,25767.0,116.0,-146.0
1650,11 Dec 2018,9.2,-8.0,-636.0,25850.0,-2421.0,2256.0
1649,12 Dec 2018,5.3,10.1,-489.0,26441.0,-1299.0,1121.0
1648,13 Dec 2018,-12.3,34.8,2396.0,26967.0,675.0,-52.0
1647,14 Dec 2018,-0.3,12.5,249.0,27269.0,862.0,-303.0
1646,17 Dec 2018,2.7,-3.0,-319.0,28116.0,-61.0,-77.0
1645,18 Dec 2018,5.1,6.1,-951.0,29377.0,145.0,-183.0
1644,19 Dec 2018,-2.6,-1.5,502.0,30753.0,1209.0,-481.0
1643,20 Dec 2018,4.4,-0.4,300.0,31084.0,-386.0,88.0
1642,21 Dec 2018,-3.4,26.0,-316.0,31137.0,134.0,-489.0
1641,24 Dec 2018,4.2,20.7,205.0,30276.0,-577.0,186.0
1640,26 Dec 2018,-7.7,4.8,-755.0,34263.0,80.0,-138.0
1639,27 Dec 2018,-42.2,-101.1,1041.0,23057.0,1732.0,-663.0
1638,28 Dec 2018,14.8,22.4,632.0,23721.0,-120.0,1199.0
1637,31 Dec 2018,4.4,19.8,550.0,25009.0,-327.0,322.0
1636,01 Jan 2019,3.7,3.1,-476.0,24965.0,-48.0,143.0
1635,02 Jan 2019,0.7,1.0,-817.0,26870.0,-621.0,-226.0
1634,03 Jan 2019,-0.2,13.2,-477.0,28119.0,-973.0,35.0
1633,04 Jan 2019,-4.2,-3.5,-351.0,29037.0,-158.0,241.0
1632,07 Jan 2019,4.5,3.8,408.0,29756.0,-158.0,241.0
1631,08 Jan 2019,2.6,-6.9,-418.0,30773.0,-554.0,698.0
1630,09 Jan 2019,8.1,16.4,460.0,31477.0,276.0,440.0
1629,10 Jan 2019,0.2,-3.2,426.0,31987.0,-345.0,11.0
1628,11 Jan 2019,1.6,5.0,-540.0,32129.0,-687.0,123.0
1627,14 Jan 2019,-0.8,3.3,-990.0,33043.0,-732.0,527.0
1626,15 Jan 2019,4.5,-0.7,1153.0,35428.0,160.0,417.0
1625,16 Jan 2019,4.3,0.8,-818.0,37657.0,-90.0,304.0
1624,17 Jan 2019,-4.4,-16.5,-599.0,38152.0,842.0,-727.0
1623,18 Jan 2019,0.1,-12.1,-398.0,38410.0,-125.0,-1.0
1622,21 Jan 2019,13.6,-6.6,485.0,38728.0,-300.0,521.0
1621,22 Jan 2019,0.4,32.0,-460.0,38319.0,-79.0,-84.0
1620,23 Jan 2019,-11.8,0.5,-315.0,37495.0,-776.0,584.0
1619,24 Jan 2019,-7.0,-12.1,-511.0,37690.0,-94.0,390.0
1618,25 Jan 2019,-0.8,5.7,1208.0,37664.0,689.0,-147.0
1617,28 Jan 2019,-30.1,16.6,417.0,37160.0,223.0,92.0
1616,29 Jan 2019,3.6,0.0,-466.0,38891.0,-354.0,81.0
1615,30 Jan 2019,-4.2,7.1,-1667.0,40519.0,130.0,502.0
1614,31 Jan 2019,20.0,-112.6,2765.0,20879.0,3006.0,-1634.0
1613,01 Feb 2019,3.3,-0.3,1711.0,22688.0,1316.0,-5.0
1612,04 Feb 2019,-0.7,17.3,-185.0,23312.0,-112.0,-65.0
1611,05 Feb 2019,5.4,-5.1,795.0,24310.0,421.0,194.0
1610,06 Feb 2019,7.8,-1.5,2818.0,27451.0,695.0,525.0
1609,07 Feb 2019,12.3,-11.0,999.0,27706.0,418.0,294.0
1608,08 Feb 2019,20.3,9.6,-224.0,28133.0,844.0,-960.0
1607,11 Feb 2019,3.0,17.8,275.0,29192.0,-125.0,-233.0
1606,12 Feb 2019,-8.6,18.2,401.0,29407.0,-467.0,-123.0
1605,13 Feb 2019,-5.8,-2.5,397.0,30431.0,-677.0,713.0
1604,14 Feb 2019,-11.7,19.7,-3601.0,29594.0,-250.0,1225.0
1603,15 Feb 2019,-11.1,4.6,-1055.0,30397.0,-966.0,853.0
1602,18 Feb 2019,-7.4,2.1,-434.0,30729.0,-1240.0,2337.0
1601,19 Feb 2019,-2.0,-1.8,774.0,30577.0,-814.0,1164.0
1600,20 Feb 2019,24.9,6.8,746.0,31290.0,713.0,113.0
1599,21 Feb 2019,-2.4,-15.4,-472.0,30866.0,55.0,202.0
1598,22 Feb 2019,-7.7,11.7,76.0,30720.0,6311.0,839.0
1597,25 Feb 2019,18.6,-18.5,297.0,31213.0,2134.0,-1746.0
1596,26 Feb 2019,-2.7,-6.9,-698.0,31119.0,1674.0,-720.0
1595,27 Feb 2019,3.0,6.7,456.0,32023.0,423.0,67.0
1594,28 Feb 2019,-71.3,-58.6,1215.0,15567.0,3211.0,-5241.0
1593,01 Mar 2019,12.1,15.0,170.0,15336.0,198.0,117.0
1592,05 Mar 2019,15.3,-7.0,144.0,15944.0,752.0,581.0
1591,06 Mar 2019,19.5,-13.8,377.0,15821.0,1131.0,-878.0
1590,07 Mar 2019,12.7,-14.1,533.0,15862.0,1138.0,-925.0
1589,08 Mar 2019,15.4,-1.2,-251.0,16756.0,1095.0,-471.0
1588,11 Mar 2019,14.5,-9.2,-13.0,18033.0,3811.0,-1956.0
1587,12 Mar 2019,23.7,-33.8,1975.0,21404.0,2478.0,-990.0
1586,13 Mar 2019,2.9,-16.8,1822.0,22745.0,2722.0,-1508.0
1585,14 Mar 2019,-8.7,-6.6,485.0,22966.0,1483.0,-818.0
1584,15 Mar 2019,4.4,-25.0,2362.0,26460.0,4323.0,-2130.0
1583,18 Mar 2019,-13.3,19.5,828.0,26741.0,1823.0,-1269.0
1582,19 Mar 2019,0.9,8.2,288.0,28018.0,2132.0,-1254.0
1581,20 Mar 2019,1.8,30.5,51.0,27033.0,1772.0,-1323.0
1580,22 Mar 2019,-11.0,21.4,550.0,26522.0,1375.0,-675.0
1579,25 Mar 2019,27.9,20.6,-153.0,25925.0,150.0,-13.0
1578,26 Mar 2019,5.4,-11.0,-1883.0,28756.0,999.0,-197.0
1577,27 Mar 2019,-26.7,-3.0,1509.0,29684.0,1481.0,135.0
1576,28 Mar 2019,-64.8,-40.9,1815.0,17751.0,3595.0,-2080.0
1575,29 Mar 2019,-2.7,10.0,-667.0,17173.0,-86.0,1724.0
1574,01 Apr 2019,5.4,12.6,505.0,18195.0,899.0,-1033.0
1573,02 Apr 2019,8.7,-9.8,-75.0,18500.0,543.0,-438.0
1572,03 Apr 2019,-2.3,13.0,92.0,17714.0,-1040.0,-81.0
1571,04 Apr 2019,14.4,-9.0,73.0,17645.0,-226.0,1206.0
1570,05 Apr 2019,-0.6,-0.4,632.0,18452.0,798.0,-326.0
1569,08 Apr 2019,-1.0,18.8,-865.0,18194.0,330.0,-624.0
1568,09 Apr 2019,16.1,-10.2,-212.0,19178.0,1212.0,-689.0
1567,10 Apr 2019,1.5,3.1,-1170.0,18691.0,1430.0,461.0
1566,11 Apr 2019,-3.5,6.4,28.0,18063.0,477.0,-17.0
1565,12 Apr 2019,5.6,8.6,-436.0,18252.0,897.0,-16.0
1564,15 Apr 2019,17.9,2.4,-222.0,19260.0,713.0,581.0
1563,16 Apr 2019,13.5,5.5,741.0,20463.0,1039.0,37.0
1562,18 Apr 2019,-34.3,8.1,1207.0,21957.0,1038.0,-338.0
1561,22 Apr 2019,13.3,36.1,294.0,21077.0,73.0,-68.0
1560,23 Apr 2019,-4.6,10.3,1794.0,21758.0,-237.0,198.0
1559,24 Apr 2019,-0.3,-4.3,441.0,23799.0,975.0,-657.0
1558,25 Apr 2019,-82.2,-35.8,152.0,20337.0,3786.0,-4070.0
1557,26 Apr 2019,16.5,6.5,304.0,21775.0,-71.0,921.0
1556,30 Apr 2019,-0.9,19.8,-1479.0,22316.0,115.0,730.0
1555,02 May 2019,-6.3,-5.5,-516.0,21327.0,598.0,-792.0
1554,03 May 2019,17.9,-9.9,153.0,21421.0,-401.0,57.0
1553,06 May 2019,5.1,12.5,-913.0,22050.0,-949.0,90.0
1552,07 May 2019,-16.6,14.8,-464.0,21617.0,-645.0,819.0
1551,08 May 2019,-19.1,10.5,-1129.0,21680.0,-702.0,233.0
1550,09 May 2019,6.3,-22.3,-2068.0,19968.0,-655.0,678.0
1549,10 May 2019,-15.9,18.8,-1296.0,18847.0,-1245.0,1057.0
1548,13 May 2019,-3.4,-2.7,-138.0,19041.0,-1056.0,1058.0
1547,14 May 2019,-12.6,-7.8,-702.0,18089.0,-2012.0,2243.0
1546,15 May 2019,-13.8,-6.1,276.0,17334.0,-1142.0,672.0
1545,16 May 2019,-10.1,-51.9,-820.0,16885.0,-953.0,948.0
1544,17 May 2019,1.4,-9.1,311.0,18154.0,-1058.0,1810.0
1543,20 May 2019,3.9,16.3,1071.0,20838.0,1734.0,-543.0
1542,21 May 2019,-26.2,36.7,-86.0,20930.0,1185.0,-1090.0
1541,22 May 2019,-17.0,-11.6,136.0,23360.0,-965.0,-158.0
1540,23 May 2019,35.7,22.8,-1414.0,22992.0,1352.0,-594.0
1539,24 May 2019,28.1,9.6,-9.0,26131.0,2026.0,-195.0
1538,27 May 2019,17.8,0.1,-587.0,27699.0,1215.0,-328.0
1537,28 May 2019,-8.2,-1.2,-947.0,29838.0,-501.0,269.0
1536,29 May 2019,11.7,17.7,-734.0,34024.0,-304.0,-190.0
1535,30 May 2019,-6.2,-65.0,2221.0,18222.0,1665.0,-1123.0
1534,31 May 2019,9.3,23.4,-405.0,18431.0,676.0,394.0
1533,03 Jun 2019,21.2,-7.2,2296.0,20180.0,3069.0,-463.0
1532,04 Jun 2019,0.0,21.1,-1153.0,20161.0,-416.0,-355.0
1531,06 Jun 2019,6.8,9.8,-1473.0,21167.0,-1449.0,-651.0
1530,07 Jun 2019,7.5,-1.0,-287.0,20805.0,-479.0,180.0
1529,10 Jun 2019,0.8,2.8,-76.0,20238.0,216.0,171.0
1528,11 Jun 2019,17.3,-4.1,950.0,20387.0,96.0,-151.0
1527,12 Jun 2019,-10.0,23.3,-173.0,19742.0,-1050.0,271.0
1526,13 Jun 2019,-16.7,6.3,-278.0,20238.0,172.0,-445.0
1525,14 Jun 2019,1.2,12.4,366.0,20533.0,-239.0,376.0
1524,17 Jun 2019,5.4,27.5,58.0,20919.0,-239.0,376.0
1523,18 Jun 2019,-3.2,12.5,119.0,21333.0,32.0,181.0
1522,19 Jun 2019,7.3,2.2,354.0,21347.0,-97.0,-105.0
1521,20 Jun 2019,3.6,-30.9,-237.0,23523.0,-438.0,1241.0
1520,21 Jun 2019,4.6,3.1,-160.0,23525.0,-731.0,446.0
1519,24 Jun 2019,0.8,-2.0,317.0,24305.0,207.0,984.0
1518,25 Jun 2019,4.7,-4.2,-1103.0,24665.0,1158.0,377.0
1517,26 Jun 2019,-0.5,-5.4,-839.0,24911.0,106.0,-51.0
1516,27 Jun 2019,-38.6,-112.6,2671.0,15300.0,-1.0,197.0
1515,28 Jun 2019,-12.9,15.6,-436.0,15518.0,-514.0,182.0
1514,01 Jul 2019,2.3,9.0,447.0,15774.0,427.0,-51.0
1513,02 Jul 2019,4.6,3.1,-125.0,16273.0,-512.0,141.0
1512,03 Jul 2019,-1.1,-1.7,7.0,16303.0,-390.0,288.0
1511,04 Jul 2019,7.5,-33.4,-4.0,17051.0,-29.0,59.0
1510,05 Jul 2019,-3.2,3.6,-673.0,17476.0,-89.0,276.0
1509,08 Jul 2019,9.0,33.1,-2902.0,17891.0,-402.0,321.0
1508,09 Jul 2019,-3.4,15.7,-1469.0,20341.0,-674.0,711.0
1507,10 Jul 2019,-7.9,14.2,141.0,20480.0,-605.0,667.0
1506,11 Jul 2019,13.3,0.9,572.0,19954.0,-317.0,720.0
1505,12 Jul 2019,12.0,0.4,171.0,20068.0,-850.0,940.0
1504,15 Jul 2019,6.8,2.6,263.0,19929.0,-216.0,592.0
1503,16 Jul 2019,2.4,3.1,-53.0,21282.0,-445.0,638.0
1502,17 Jul 2019,24.9,5.6,-385.0,21276.0,-17.0,209.0
1501,18 Jul 2019,-37.9,1.5,1368.0,21201.0,-1405.0,329.0
1500,19 Jul 2019,-24.8,11.9,-1059.0,20488.0,-950.0,734.0
1499,22 Jul 2019,4.7,1.9,-1086.0,18709.0,-1917.0,1830.0
1498,23 Jul 2019,-9.5,-1.3,-599.0,21719.0,-2608.0,2625.0
1497,24 Jul 2019,2.1,-27.2,-1263.0,22721.0,-1394.0,2140.0
1496,25 Jul 2019,1.1,-60.2,-1178.0,14750.0,-127.0,399.0
1495,26 Jul 2019,12.0,0.8,-1049.0,15257.0,-1503.0,1918.0
1494,30 Jul 2019,-3.3,13.4,939.0,14720.0,-645.0,1080.0
1493,31 Jul 2019,2.7,17.6,-1145.0,14781.0,-1497.0,2479.0
1492,01 Aug 2019,-0.5,-5.8,-2049.0,16062.0,-1057.0,561.0
1491,02 Aug 2019,-9.1,3.8,-1015.0,17152.0,-2888.0,2813.0
1490,05 Aug 2019,5.6,1.9,-1156.0,19390.0,-2017.0,1871.0
1489,06 Aug 2019,6.5,3.5,-541.0,19903.0,-2108.0,2289.0
1488,07 Aug 2019,10.8,5.5,-981.0,20509.0,-384.0,532.0
1487,08 Aug 2019,5.2,-3.6,270.0,20977.0,-437.0,291.0
1486,09 Aug 2019,17.2,-4.4,-271.0,21550.0,204.0,607.0
1485,13 Aug 2019,-3.4,18.0,-153.0,21225.0,-638.0,202.0
1484,14 Aug 2019,-12.3,0.9,914.0,22409.0,1615.0,1620.0
1483,16 Aug 2019,6.9,0.5,-294.0,23170.0,-1339.0,1058.0
1482,19 Aug 2019,-11.7,-0.3,-72.0,22795.0,-306.0,386.0
1481,20 Aug 2019,-7.0,9.5,504.0,23027.0,373.0,296.0
1480,21 Aug 2019,-22.6,8.5,-137.0,23644.0,-771.0,354.0
1479,22 Aug 2019,4.1,19.0,-244.0,23714.0,-903.0,1719.0
1478,23 Aug 2019,-23.2,-9.7,428.0,23218.0,-1737.0,1548.0
1477,26 Aug 2019,46.3,-16.8,622.0,23503.0,-753.0,1272.0
1476,27 Aug 2019,-5.6,-4.5,655.0,25007.0,-924.0,1163.0
1475,28 Aug 2019,-6.4,22.1,-1420.0,28028.0,-935.0,359.0
1474,29 Aug 2019,-28.9,18.0,-1092.0,29339.0,-987.0,489.0
1473,30 Aug 2019,-32.8,-34.4,864.0,13258.0,1163.0,1502.0
1472,03 Sep 2019,-2.9,21.1,214.0,13305.0,-2016.0,1251.0
1471,04 Sep 2019,10.3,-25.6,1039.0,11330.0,-1738.0,1305.0
1470,05 Sep 2019,0.1,-15.5,-955.0,11790.0,-561.0,699.0
1469,06 Sep 2019,9.1,13.3,309.0,12463.0,-957.0,1207.0
1468,09 Sep 2019,29.0,0.9,221.0,12639.0,-188.0,686.0
1467,11 Sep 2019,1.1,10.5,41.0,13939.0,267.0,1132.0
1466,12 Sep 2019,-23.4,3.2,-1006.0,15533.0,784.0,-127.0
1465,13 Sep 2019,12.0,4.0,300.0,16720.0,-405.0,210.0
1464,16 Sep 2019,-11.0,23.5,-1633.0,17803.0,-751.0,309.0
1463,17 Sep 2019,-36.6,27.8,592.0,18458.0,-808.0,86.0
1462,18 Sep 2019,-19.5,-5.5,542.0,19281.0,-959.0,780.0
1461,19 Sep 2019,-10.6,-7.8,-1700.0,18717.0,-893.0,646.0
1460,20 Sep 2019,23.2,-33.1,5079.0,23336.0,36.0,3001.0
1459,23 Sep 2019,15.4,22.0,1693.0,24449.0,2684.0,292.0
1458,24 Sep 2019,-12.7,11.0,886.0,24330.0,-828.0,473.0
1457,25 Sep 2019,8.9,9.8,-166.0,21183.0,-342.0,-762.0
1456,26 Sep 2019,6.6,-103.5,1080.0,12895.0,737.0,339.0
1455,27 Sep 2019,-18.7,26.4,-260.0,12342.0,-214.0,459.0
1454,30 Sep 2019,5.2,7.9,701.0,11908.0,-469.0,505.0
1453,01 Oct 2019,6.7,7.2,164.0,13059.0,-1299.0,1503.0
1452,03 Oct 2019,13.8,-14.9,-1063.0,13320.0,-811.0,863.0
1451,04 Oct 2019,-13.4,25.8,-725.0,13160.0,-683.0,606.0
1450,07 Oct 2019,15.7,-5.3,611.0,12858.0,-494.0,905.0
1449,09 Oct 2019,11.4,-10.0,-167.0,12167.0,-485.0,956.0
1448,10 Oct 2019,-3.5,1.9,-685.0,13245.0,-263.0,503.0
1447,11 Oct 2019,-0.9,-14.4,661.0,13050.0,750.0,-703.0
1446,14 Oct 2019,1.5,4.2,975.0,12835.0,896.0,-425.0
1445,15 Oct 2019,10.4,-9.2,744.0,12704.0,436.0,929.0
1444,16 Oct 2019,-1.8,-10.3,408.0,12324.0,686.0,1577.0
1443,17 Oct 2019,-8.8,4.4,794.0,12216.0,1159.0,-512.0
1442,18 Oct 2019,10.0,-17.3,-560.0,11897.0,37.0,587.0
1441,22 Oct 2019,-9.6,11.7,1328.0,13273.0,-558.0,-985.0
1440,23 Oct 2019,-7.0,15.0,-346.0,13432.0,-213.0,-137.0
1439,24 Oct 2019,-21.4,-6.0,-327.0,14129.0,-73.0,-739.0
1438,25 Oct 2019,9.4,10.2,-996.0,14494.0,-73.0,-739.0
1437,29 Oct 2019,34.9,-4.6,1243.0,15871.0,877.0,145.0
1436,30 Oct 2019,18.6,2.3,-997.0,16546.0,7192.0,-186.0
1435,31 Oct 2019,2.5,-24.9,-344.0,13512.0,1871.0,-651.0
1434,01 Nov 2019,26.3,-10.2,428.0,13753.0,533.0,-137.0
1433,04 Nov 2019,4.1,7.6,199.0,14052.0,-139.0,-500.0
1432,05 Nov 2019,-3.9,-0.9,-114.0,14475.0,473.0,-1594.0
1431,06 Nov 2019,8.9,0.9,296.0,15422.0,1011.0,-1117.0
1430,07 Nov 2019,-20.5,-22.8,328.0,16351.0,927.0,-636.0
1429,08 Nov 2019,7.2,11.3,-250.0,16111.0,932.0,-584.0
1428,11 Nov 2019,9.6,4.7,-491.0,16261.0,664.0,-245.0
1427,13 Nov 2019,-11.4,15.6,-172.0,16637.0,585.0,-890.0
1426,14 Nov 2019,-0.0,-9.1,-442.0,17006.0,-562.0,83.0
1425,15 Nov 2019,11.9,-1.2,-656.0,17559.0,-1008.0,538.0
1424,18 Nov 2019,1.5,3.2,-299.0,17812.0,-271.0,309.0
1423,19 Nov 2019,5.5,7.5,-63.0,18435.0,-915.0,262.0
1422,20 Nov 2019,4.4,-3.4,-818.0,18517.0,567.0,183.0
1421,21 Nov 2019,-23.5,11.0,-162.0,18558.0,5024.0,-248.0
1420,22 Nov 2019,-5.1,14.3,-833.0,17773.0,306.0,-177.0
1419,25 Nov 2019,23.9,-16.9,1953.0,18058.0,961.0,-214.0
1418,26 Nov 2019,-2.1,5.1,3934.0,20460.0,4678.0,-4242.0
1417,27 Nov 2019,3.6,-3.3,-371.0,20747.0,43.0,440.0
1416,28 Nov 2019,-52.9,-6.7,-759.0,12730.0,1009.0,-155.0
1415,29 Nov 2019,-4.4,22.9,-2002.0,12376.0,-1892.0,954.0
1414,02 Dec 2019,-2.0,-3.2,-307.0,12561.0,-1731.0,754.0
1413,03 Dec 2019,-3.0,4.9,-368.0,12766.0,-1131.0,964.0
1412,04 Dec 2019,5.4,-12.4,-736.0,13115.0,-781.0,904.0
1411,05 Dec 2019,-8.4,-12.7,-665.0,12803.0,653.0,-410.0
1410,06 Dec 2019,-2.4,33.7,240.0,13155.0,-868.0,211.0
1409,09 Dec 2019,9.8,-1.1,15.0,13126.0,459.0,75.0
1408,10 Dec 2019,-5.6,8.9,-142.0,13507.0,-367.0,338.0
1407,11 Dec 2019,0.8,-3.3,-20.0,13864.0,605.0,240.0
1406,12 Dec 2019,23.6,-14.9,720.0,14098.0,-684.0,810.0
1405,13 Dec 2019,-3.2,4.9,1044.0,13874.0,116.0,385.0
1404,16 Dec 2019,-10.0,13.2,-597.0,13323.0,728.0,-796.0
1403,17 Dec 2019,8.8,-16.4,-44.0,15128.0,1248.0,-908.0
1402,18 Dec 2019,4.6,-14.8,667.0,15190.0,1837.0,-1268.0
1401,19 Dec 2019,5.0,15.9,819.0,16153.0,739.0,-494.0
1400,20 Dec 2019,15.5,-3.3,708.0,16329.0,339.0,-285.0
1399,23 Dec 2019,-2.7,16.1,612.0,16972.0,1463.0,-1947.0
1398,24 Dec 2019,-5.8,20.3,-469.0,16877.0,-114.0,-345.0
1397,26 Dec 2019,-24.1,-86.1,-1083.0,10576.0,-504.0,120.0
1396,27 Dec 2019,25.3,-6.6,74.0,10931.0,81.0,126.0
1395,30 Dec 2019,-1.3,11.6,-337.0,10550.0,-131.0,201.0
1394,31 Dec 2019,-11.6,19.9,-692.0,10307.0,-1265.0,585.0
1393,01 Jan 2020,-1.3,5.0,292.0,10172.0,-59.0,208.0
1392,02 Jan 2020,18.4,0.3,-235.0,10231.0,689.0,64.0
1391,03 Jan 2020,-15.2,28.0,-846.0,10445.0,1263.0,-1029.0
1390,06 Jan 2020,-16.9,9.5,-977.0,12134.0,-104.0,-24.0
1389,07 Jan 2020,9.0,3.1,1392.0,11883.0,-682.0,311.0
1388,08 Jan 2020,5.3,-25.9,-1214.0,12311.0,-516.0,748.0
1387,09 Jan 2020,16.8,7.3,1445.0,12944.0,-431.0,419.0
1386,10 Jan 2020,1.8,7.1,308.0,13481.0,578.0,-252.0
1385,13 Jan 2020,-2.2,7.0,208.0,13534.0,68.0,47.0
1384,14 Jan 2020,3.4,14.7,-73.0,13803.0,-206.0,-642.0
1383,15 Jan 2020,-14.5,13.8,-910.0,13841.0,280.0,-648.0
1382,16 Jan 2020,-4.3,-19.4,-586.0,14129.0,-395.0,-185.0
1381,17 Jan 2020,-5.4,14.2,130.0,13985.0,264.0,-500.0
1380,20 Jan 2020,-21.6,26.6,134.0,15323.0,6.0,-1420.0
1379,21 Jan 2020,-12.3,-7.2,-552.0,16471.0,-50.0,-308.0
