TATACOFFEE,           Ratio_name Ratio_value company_name
5              fs_roa           0   AMARAJABAT
6           f_accrual           1   AMARAJABAT
7               lever           1   AMARAJABAT
8              liquid           0   AMARAJABAT
9   equity_repurchase           1   AMARAJABAT
10         asset_turn           0   AMARAJABAT
11          fs_margin           0   AMARAJABAT
QUESS,           Ratio_name Ratio_value company_name
0       margin_growth    0.739553        QUESS
1       margin_safety     2.60803        QUESS
2             ROA_pos           1        QUESS
3               fcfta           0        QUESS
4         accrual_pos           0        QUESS
5              fs_roa           1        QUESS
6           f_accrual           0        QUESS
7               lever           1        QUESS
8              liquid           1        QUESS
9   equity_repurchase           0        QUESS
10         asset_turn           0        QUESS
11          fs_margin           0        QUESS
VAKRANGEE,           Ratio_name Ratio_value company_name
0       margin_growth    0.720691    VAKRANGEE
1       margin_safety   -0.246544    VAKRANGEE
2             ROA_pos           1    VAKRANGEE
3               fcfta           1    VAKRANGEE
4         accrual_pos           0    VAKRANGEE
5              fs_roa           0    VAKRANGEE
6           f_accrual           1    VAKRANGEE
7               lever           1    VAKRANGEE
8              liquid           1    VAKRANGEE
9   equity_repurchase           0    VAKRANGEE
10         asset_turn           0    VAKRANGEE
11          fs_margin           1    VAKRANGEE
NILKAMAL,           Ratio_name Ratio_value company_name
0       margin_growth    0.933184     NILKAMAL
1       margin_safety     6.68507     NILKAMAL
2             ROA_pos           1     NILKAMAL
3               fcfta           1     NILKAMAL
4         accrual_pos           1     NILKAMAL
5              fs_roa           0     NILKAMAL
6           f_accrual           1     NILKAMAL
7               lever           1     NILKAMAL
8              liquid           0     NILKAMAL
9   equity_repurchase           0     NILKAMAL
10         asset_turn           0     NILKAMAL
11          fs_margin           0     NILKAMAL
PIIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.853969        PIIND
1       margin_safety     6.39943        PIIND
2             ROA_pos           1        PIIND
3               fcfta           0        PIIND
4         accrual_pos           0        PIIND
5              fs_roa           0        PIIND
6           f_accrual           0        PIIND
7               lever           1        PIIND
8              liquid           0        PIIND
9   equity_repurchase           1        PIIND
10         asset_turn           0        PIIND
11          fs_margin           1        PIIND
DMART,           Ratio_name Ratio_value company_name
0       margin_growth    0.792346        DMART
1       margin_safety     4.54618        DMART
2             ROA_pos           1        DMART
3               fcfta           1        DMART
4         accrual_pos           1        DMART
5              fs_roa           0        DMART
6           f_accrual           1        DMART
7               lever           0        DMART
8              liquid           0        DMART
9   equity_repurchase           0        DMART
10         asset_turn           0        DMART
11          fs_margin           0        DMART
BAJAJFINSV,           Ratio_name Ratio_value company_name
0       margin_growth     0.83392   BAJAJFINSV
1       margin_safety     4.36438   BAJAJFINSV
2             ROA_pos           1   BAJAJFINSV
3               fcfta           1   BAJAJFINSV
4         accrual_pos           1   BAJAJFINSV
5              fs_roa           1   BAJAJFINSV
6           f_accrual           0   BAJAJFINSV
7               lever           1   BAJAJFINSV
8              liquid           1   BAJAJFINSV
9   equity_repurchase           0   BAJAJFINSV
10         asset_turn           0   BAJAJFINSV
11          fs_margin           0   BAJAJFINSV
EMAMILTD,           Ratio_name Ratio_value company_name
0       margin_growth    0.910518     EMAMILTD
1       margin_safety     8.46874     EMAMILTD
2             ROA_pos           1     EMAMILTD
3               fcfta           1     EMAMILTD
4         accrual_pos           1     EMAMILTD
5              fs_roa           1     EMAMILTD
6           f_accrual           0     EMAMILTD
7               lever           1     EMAMILTD
8              liquid           1     EMAMILTD
9   equity_repurchase           0     EMAMILTD
10         asset_turn           0     EMAMILTD
11          fs_margin           1     EMAMILTD
GUJALKALI,           Ratio_name Ratio_value company_name
0       margin_growth    0.954495    GUJALKALI
1       margin_safety     1.87965    GUJALKALI
2             ROA_pos           1    GUJALKALI
3               fcfta           1    GUJALKALI
4         accrual_pos           1    GUJALKALI
5              fs_roa           0    GUJALKALI
6           f_accrual           1    GUJALKALI
7               lever           0    GUJALKALI
8              liquid           0    GUJALKALI
9   equity_repurchase           0    GUJALKALI
10         asset_turn           0    GUJALKALI
11          fs_margin           0    GUJALKALI
HAL,           Ratio_name Ratio_value company_name
0       margin_growth    0.877607          HAL
1       margin_safety     9.13377          HAL
2             ROA_pos           1          HAL
3               fcfta           1          HAL
4         accrual_pos           1          HAL
5              fs_roa           1          HAL
6           f_accrual           0          HAL
7               lever           1          HAL
8              liquid           1          HAL
9   equity_repurchase           0          HAL
10         asset_turn           0          HAL
11          fs_margin           1          HAL
DALBHARAT,           Ratio_name Ratio_value company_name
0       margin_growth    0.928672    DALBHARAT
1       margin_safety     7.94838    DALBHARAT
2             ROA_pos           1    DALBHARAT
3               fcfta           1    DALBHARAT
4         accrual_pos           0    DALBHARAT
5              fs_roa           1    DALBHARAT
6           f_accrual           0    DALBHARAT
7               lever           1    DALBHARAT
8              liquid           1    DALBHARAT
9   equity_repurchase           1    DALBHARAT
10         asset_turn           0    DALBHARAT
11          fs_margin           1    DALBHARAT
INOXLEISUR,           Ratio_name Ratio_value company_name
0       margin_growth    0.954155   INOXLEISUR
1       margin_safety    0.450093   INOXLEISUR
2             ROA_pos           0   INOXLEISUR
3               fcfta           0   INOXLEISUR
4         accrual_pos           0   INOXLEISUR
5              fs_roa           0   INOXLEISUR
6           f_accrual           0   INOXLEISUR
7               lever           0   INOXLEISUR
8              liquid           0   INOXLEISUR
9   equity_repurchase           0   INOXLEISUR
10         asset_turn           0   INOXLEISUR
11          fs_margin           1   INOXLEISUR
IIFLWAM,           Ratio_name Ratio_value company_name
0       margin_growth     1.03043      IIFLWAM
1       margin_safety     7.65868      IIFLWAM
2             ROA_pos           1      IIFLWAM
3               fcfta           0      IIFLWAM
4         accrual_pos           0      IIFLWAM
5              fs_roa           1      IIFLWAM
6           f_accrual           0      IIFLWAM
7               lever           1      IIFLWAM
8              liquid           1      IIFLWAM
9   equity_repurchase           1      IIFLWAM
10         asset_turn           0      IIFLWAM
11          fs_margin           1      IIFLWAM
ABCAPITAL,           Ratio_name Ratio_value company_name
0       margin_growth    0.854276    ABCAPITAL
1       margin_safety     5.59985    ABCAPITAL
2             ROA_pos           1    ABCAPITAL
3               fcfta           0    ABCAPITAL
4         accrual_pos           0    ABCAPITAL
5              fs_roa           1    ABCAPITAL
6           f_accrual           0    ABCAPITAL
7               lever           1    ABCAPITAL
8              liquid           0    ABCAPITAL
9   equity_repurchase           0    ABCAPITAL
10         asset_turn           0    ABCAPITAL
11          fs_margin           0    ABCAPITAL
INDIACEM,           Ratio_name Ratio_value company_name
0       margin_growth    0.986443     INDIACEM
1       margin_safety      3.1582     INDIACEM
2             ROA_pos           1     INDIACEM
3               fcfta           1     INDIACEM
4         accrual_pos           0     INDIACEM
5              fs_roa           1     INDIACEM
6           f_accrual           0     INDIACEM
7               lever           1     INDIACEM
8              liquid           0     INDIACEM
9   equity_repurchase           0     INDIACEM
10         asset_turn           0     INDIACEM
11          fs_margin           1     INDIACEM
EICHERMOT,           Ratio_name Ratio_value company_name
0       margin_growth    0.873999    EICHERMOT
1       margin_safety     3.10826    EICHERMOT
2             ROA_pos           1    EICHERMOT
3               fcfta           1    EICHERMOT
4         accrual_pos           1    EICHERMOT
5              fs_roa           0    EICHERMOT
6           f_accrual           1    EICHERMOT
7               lever           1    EICHERMOT
8              liquid           0    EICHERMOT
9   equity_repurchase           0    EICHERMOT
10         asset_turn           0    EICHERMOT
11          fs_margin           0    EICHERMOT
SUNPHARMA,           Ratio_name Ratio_value company_name
0       margin_growth    0.957576    SUNPHARMA
1       margin_safety     2.86865    SUNPHARMA
2             ROA_pos           1    SUNPHARMA
3               fcfta           1    SUNPHARMA
4         accrual_pos           1    SUNPHARMA
5              fs_roa           0    SUNPHARMA
6           f_accrual           1    SUNPHARMA
7               lever           1    SUNPHARMA
8              liquid           0    SUNPHARMA
9   equity_repurchase           0    SUNPHARMA
10         asset_turn           0    SUNPHARMA
11          fs_margin           1    SUNPHARMA
MCDOWELL-N,           Ratio_name Ratio_value company_name
0       margin_growth     1.10629   MCDOWELL-N
1       margin_safety    0.499504   MCDOWELL-N
2             ROA_pos           1   MCDOWELL-N
3               fcfta           1   MCDOWELL-N
4         accrual_pos           1   MCDOWELL-N
5              fs_roa           0   MCDOWELL-N
6           f_accrual           1   MCDOWELL-N
7               lever           1   MCDOWELL-N
8              liquid           0   MCDOWELL-N
9   equity_repurchase           1   MCDOWELL-N
10         asset_turn           0   MCDOWELL-N
11          fs_margin           0   MCDOWELL-N
ALKYLAMINE,           Ratio_name Ratio_value company_name
0       margin_growth    0.812016   ALKYLAMINE
1       margin_safety     5.56608   ALKYLAMINE
2             ROA_pos           1   ALKYLAMINE
3               fcfta           1   ALKYLAMINE
4         accrual_pos           1   ALKYLAMINE
5              fs_roa           1   ALKYLAMINE
6           f_accrual           0   ALKYLAMINE
7               lever           0   ALKYLAMINE
8              liquid           0   ALKYLAMINE
9   equity_repurchase           0   ALKYLAMINE
10         asset_turn           1   ALKYLAMINE
11          fs_margin           1   ALKYLAMINE
APOLLOTYRE,           Ratio_name Ratio_value company_name
0       margin_growth    0.941809   APOLLOTYRE
1       margin_safety     6.55012   APOLLOTYRE
2             ROA_pos           1   APOLLOTYRE
3               fcfta           1   APOLLOTYRE
4         accrual_pos           1   APOLLOTYRE
5              fs_roa           0   APOLLOTYRE
6           f_accrual           1   APOLLOTYRE
7               lever           1   APOLLOTYRE
8              liquid           1   APOLLOTYRE
9   equity_repurchase           0   APOLLOTYRE
10         asset_turn           0   APOLLOTYRE
11          fs_margin           1   APOLLOTYRE
STARCEMENT,           Ratio_name Ratio_value company_name
0       margin_growth    0.949397   STARCEMENT
1       margin_safety     3.54838   STARCEMENT
2             ROA_pos           1   STARCEMENT
3               fcfta           0   STARCEMENT
4         accrual_pos           1   STARCEMENT
5              fs_roa           0   STARCEMENT
6           f_accrual           0   STARCEMENT
7               lever           0   STARCEMENT
8              liquid           1   STARCEMENT
9   equity_repurchase           0   STARCEMENT
10         asset_turn           0   STARCEMENT
11          fs_margin           0   STARCEMENT
SUPRAJIT,           Ratio_name Ratio_value company_name
0       margin_growth      0.8649     SUPRAJIT
1       margin_safety     7.32216     SUPRAJIT
2             ROA_pos           1     SUPRAJIT
3               fcfta           0     SUPRAJIT
4         accrual_pos           1     SUPRAJIT
5              fs_roa           1     SUPRAJIT
6           f_accrual           0     SUPRAJIT
7               lever           1     SUPRAJIT
8              liquid           1     SUPRAJIT
9   equity_repurchase           0     SUPRAJIT
10         asset_turn           0     SUPRAJIT
11          fs_margin           1     SUPRAJIT
3MINDIA,           Ratio_name Ratio_value company_name
0       margin_growth     1.10558      3MINDIA
1       margin_safety     2.74457      3MINDIA
2             ROA_pos           1      3MINDIA
3               fcfta           1      3MINDIA
4         accrual_pos           1      3MINDIA
5              fs_roa           0      3MINDIA
6           f_accrual           1      3MINDIA
7               lever           1      3MINDIA
8              liquid           1      3MINDIA
9   equity_repurchase           0      3MINDIA
10         asset_turn           0      3MINDIA
11          fs_margin           0      3MINDIA
KPRMILL,           Ratio_name Ratio_value company_name
0       margin_growth    0.887904      KPRMILL
1       margin_safety     3.65009      KPRMILL
2             ROA_pos           1      KPRMILL
3               fcfta           0      KPRMILL
4         accrual_pos           0      KPRMILL
5              fs_roa           1      KPRMILL
6           f_accrual           0      KPRMILL
7               lever           1      KPRMILL
8              liquid           0      KPRMILL
9   equity_repurchase           0      KPRMILL
10         asset_turn           0      KPRMILL
11          fs_margin           1      KPRMILL
ENGINERSIN,           Ratio_name Ratio_value company_name
0       margin_growth     1.02094   ENGINERSIN
1       margin_safety     2.73738   ENGINERSIN
2             ROA_pos           1   ENGINERSIN
3               fcfta           1   ENGINERSIN
4         accrual_pos           1   ENGINERSIN
5              fs_roa           0   ENGINERSIN
6           f_accrual           1   ENGINERSIN
7               lever           0   ENGINERSIN
8              liquid           1   ENGINERSIN
9   equity_repurchase           0   ENGINERSIN
10         asset_turn           0   ENGINERSIN
11          fs_margin           0   ENGINERSIN
BALKRISIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.899377   BALKRISIND
1       margin_safety     4.51081   BALKRISIND
2             ROA_pos           1   BALKRISIND
3               fcfta           1   BALKRISIND
4         accrual_pos           1   BALKRISIND
5              fs_roa           1   BALKRISIND
6           f_accrual           0   BALKRISIND
7               lever           1   BALKRISIND
8              liquid           0   BALKRISIND
9   equity_repurchase           0   BALKRISIND
10         asset_turn           0   BALKRISIND
11          fs_margin           1   BALKRISIND
CERA,           Ratio_name Ratio_value company_name
0       margin_growth    0.946587         CERA
1       margin_safety     6.22559         CERA
2             ROA_pos           1         CERA
3               fcfta           1         CERA
4         accrual_pos           1         CERA
5              fs_roa           0         CERA
6           f_accrual           1         CERA
7               lever           1         CERA
8              liquid           0         CERA
9   equity_repurchase           1         CERA
10         asset_turn           0         CERA
11          fs_margin           0         CERA
INDIGO,           Ratio_name Ratio_value company_name
0       margin_growth     2.92248       INDIGO
1       margin_safety    0.409546       INDIGO
2             ROA_pos           0       INDIGO
3               fcfta           0       INDIGO
4         accrual_pos           0       INDIGO
5              fs_roa           0       INDIGO
6           f_accrual           0       INDIGO
7               lever           0       INDIGO
8              liquid           0       INDIGO
9   equity_repurchase           1       INDIGO
10         asset_turn           0       INDIGO
11          fs_margin           0       INDIGO
CEATLTD,           Ratio_name Ratio_value company_name
0       margin_growth    0.954721      CEATLTD
1       margin_safety     2.82657      CEATLTD
2             ROA_pos           1      CEATLTD
3               fcfta           1      CEATLTD
4         accrual_pos           1      CEATLTD
5              fs_roa           1      CEATLTD
6           f_accrual           0      CEATLTD
7               lever           1      CEATLTD
8              liquid           1      CEATLTD
9   equity_repurchase           0      CEATLTD
10         asset_turn           0      CEATLTD
11          fs_margin           1      CEATLTD
CAPLIPOINT,           Ratio_name Ratio_value company_name
0       margin_growth    0.749117   CAPLIPOINT
1       margin_safety     4.52836   CAPLIPOINT
2             ROA_pos           1   CAPLIPOINT
3               fcfta           1   CAPLIPOINT
4         accrual_pos           1   CAPLIPOINT
5              fs_roa           0   CAPLIPOINT
6           f_accrual           1   CAPLIPOINT
7               lever           1   CAPLIPOINT
8              liquid           1   CAPLIPOINT
9   equity_repurchase           1   CAPLIPOINT
10         asset_turn           0   CAPLIPOINT
11          fs_margin           1   CAPLIPOINT
ATGL,           Ratio_name Ratio_value company_name
0       margin_growth    0.808634         ATGL
1       margin_safety     23.7866         ATGL
2             ROA_pos           1         ATGL
3               fcfta           1         ATGL
4         accrual_pos           0         ATGL
5              fs_roa           0         ATGL
6           f_accrual           1         ATGL
7               lever           1         ATGL
8              liquid           0         ATGL
9   equity_repurchase           0         ATGL
10         asset_turn           0         ATGL
11          fs_margin           1         ATGL
LALPATHLAB,           Ratio_name Ratio_value company_name
0       margin_growth    0.834504   LALPATHLAB
1       margin_safety     9.03535   LALPATHLAB
2             ROA_pos           1   LALPATHLAB
3               fcfta           0   LALPATHLAB
4         accrual_pos           1   LALPATHLAB
5              fs_roa           1   LALPATHLAB
6           f_accrual           0   LALPATHLAB
7               lever           1   LALPATHLAB
8              liquid           0   LALPATHLAB
9   equity_repurchase           0   LALPATHLAB
10         asset_turn           0   LALPATHLAB
11          fs_margin           1   LALPATHLAB
BAJAJCON,           Ratio_name Ratio_value company_name
0       margin_growth     0.97703     BAJAJCON
1       margin_safety     5.18185     BAJAJCON
2             ROA_pos           1     BAJAJCON
3               fcfta           1     BAJAJCON
4         accrual_pos           0     BAJAJCON
5              fs_roa           1     BAJAJCON
6           f_accrual           0     BAJAJCON
7               lever           1     BAJAJCON
8              liquid           0     BAJAJCON
9   equity_repurchase           0     BAJAJCON
10         asset_turn           0     BAJAJCON
11          fs_margin           1     BAJAJCON
DHANI,           Ratio_name Ratio_value company_name
0       margin_growth    0.886326        DHANI
1       margin_safety    0.821363        DHANI
2             ROA_pos           0        DHANI
3               fcfta           0        DHANI
4         accrual_pos           0        DHANI
5              fs_roa           0        DHANI
6           f_accrual           0        DHANI
7               lever           1        DHANI
8              liquid           0        DHANI
9   equity_repurchase           1        DHANI
10         asset_turn           0        DHANI
11          fs_margin           0        DHANI
TORNTPHARM,           Ratio_name Ratio_value company_name
0       margin_growth    0.885516   TORNTPHARM
1       margin_safety     2.39318   TORNTPHARM
2             ROA_pos           1   TORNTPHARM
3               fcfta           0   TORNTPHARM
4         accrual_pos           0   TORNTPHARM
5              fs_roa           1   TORNTPHARM
6           f_accrual           0   TORNTPHARM
7               lever           1   TORNTPHARM
8              liquid           1   TORNTPHARM
9   equity_repurchase           0   TORNTPHARM
10         asset_turn           0   TORNTPHARM
11          fs_margin           1   TORNTPHARM
RCF,           Ratio_name Ratio_value company_name
0       margin_growth    0.954704          RCF
1       margin_safety     2.68819          RCF
2             ROA_pos           1          RCF
3               fcfta           1          RCF
4         accrual_pos           1          RCF
5              fs_roa           1          RCF
6           f_accrual           0          RCF
7               lever           1          RCF
8              liquid           0          RCF
9   equity_repurchase           0          RCF
10         asset_turn           0          RCF
11          fs_margin           1          RCF
GREAVESCOT,           Ratio_name Ratio_value company_name
0       margin_growth     1.10572   GREAVESCOT
1       margin_safety     2.25349   GREAVESCOT
2             ROA_pos           0   GREAVESCOT
3               fcfta           0   GREAVESCOT
4         accrual_pos           1   GREAVESCOT
5              fs_roa           0   GREAVESCOT
6           f_accrual           0   GREAVESCOT
7               lever           1   GREAVESCOT
8              liquid           1   GREAVESCOT
9   equity_repurchase           0   GREAVESCOT
10         asset_turn           0   GREAVESCOT
11          fs_margin           0   GREAVESCOT
M&M,           Ratio_name Ratio_value company_name
0       margin_growth    0.971515          M&M
1       margin_safety     3.84197          M&M
2             ROA_pos           1          M&M
3               fcfta           0          M&M
4         accrual_pos           0          M&M
5              fs_roa           0          M&M
6           f_accrual           0          M&M
7               lever           0          M&M
8              liquid           1          M&M
9   equity_repurchase           0          M&M
10         asset_turn           1          M&M
11          fs_margin           0          M&M
INDOCO,           Ratio_name Ratio_value company_name
0       margin_growth    0.896342       INDOCO
1       margin_safety     2.48489       INDOCO
2             ROA_pos           1       INDOCO
3               fcfta           0       INDOCO
4         accrual_pos           0       INDOCO
5              fs_roa           1       INDOCO
6           f_accrual           0       INDOCO
7               lever           1       INDOCO
8              liquid           0       INDOCO
9   equity_repurchase           0       INDOCO
10         asset_turn           0       INDOCO
11          fs_margin           1       INDOCO
UPL,           Ratio_name Ratio_value company_name
0       margin_growth    0.816757          UPL
1       margin_safety     7.43486          UPL
2             ROA_pos           1          UPL
3               fcfta           1          UPL
4         accrual_pos           1          UPL
5              fs_roa           1          UPL
6           f_accrual           0          UPL
7               lever           1          UPL
8              liquid           0          UPL
9   equity_repurchase           0          UPL
10         asset_turn           1          UPL
11          fs_margin           1          UPL
BAJAJHLDNG,           Ratio_name Ratio_value company_name
0       margin_growth     1.02709   BAJAJHLDNG
1       margin_safety     1.74504   BAJAJHLDNG
2             ROA_pos           1   BAJAJHLDNG
3               fcfta           0   BAJAJHLDNG
4         accrual_pos           0   BAJAJHLDNG
5              fs_roa           0   BAJAJHLDNG
6           f_accrual           0   BAJAJHLDNG
7               lever           1   BAJAJHLDNG
8              liquid           0   BAJAJHLDNG
9   equity_repurchase           0   BAJAJHLDNG
10         asset_turn           0   BAJAJHLDNG
11          fs_margin           1   BAJAJHLDNG
TECHM,           Ratio_name Ratio_value company_name
0       margin_growth      0.9268        TECHM
1       margin_safety     3.10741        TECHM
2             ROA_pos           1        TECHM
3               fcfta           0        TECHM
4         accrual_pos           0        TECHM
5              fs_roa           1        TECHM
6           f_accrual           0        TECHM
7               lever           1        TECHM
8              liquid           1        TECHM
9   equity_repurchase           0        TECHM
10         asset_turn           0        TECHM
11          fs_margin           1        TECHM
ZENSARTECH,           Ratio_name Ratio_value company_name
0       margin_growth    0.921087   ZENSARTECH
1       margin_safety     6.49848   ZENSARTECH
2             ROA_pos           1   ZENSARTECH
3               fcfta           0   ZENSARTECH
4         accrual_pos           0   ZENSARTECH
5              fs_roa           1   ZENSARTECH
6           f_accrual           0   ZENSARTECH
7               lever           1   ZENSARTECH
8              liquid           1   ZENSARTECH
9   equity_repurchase           0   ZENSARTECH
10         asset_turn           0   ZENSARTECH
11          fs_margin           1   ZENSARTECH
NBCC,           Ratio_name Ratio_value company_name
0       margin_growth     1.02241         NBCC
1       margin_safety     1.26668         NBCC
2             ROA_pos           1         NBCC
3               fcfta           1         NBCC
4         accrual_pos           1         NBCC
5              fs_roa           1         NBCC
6           f_accrual           0         NBCC
7               lever           1         NBCC
8              liquid           1         NBCC
9   equity_repurchase           0         NBCC
10         asset_turn           0         NBCC
11          fs_margin           1         NBCC
KRBL,           Ratio_name Ratio_value company_name
0       margin_growth    0.926817         KRBL
1       margin_safety     6.00706         KRBL
2             ROA_pos           1         KRBL
3               fcfta           1         KRBL
4         accrual_pos           1         KRBL
5              fs_roa           0         KRBL
6           f_accrual           1         KRBL
7               lever           1         KRBL
8              liquid           0         KRBL
9   equity_repurchase           1         KRBL
10         asset_turn           0         KRBL
11          fs_margin           1         KRBL
ECLERX,           Ratio_name Ratio_value company_name
0       margin_growth    0.942321       ECLERX
1       margin_safety     3.92494       ECLERX
2             ROA_pos           1       ECLERX
3               fcfta           1       ECLERX
4         accrual_pos           1       ECLERX
5              fs_roa           1       ECLERX
6           f_accrual           0       ECLERX
7               lever           1       ECLERX
8              liquid           0       ECLERX
9   equity_repurchase           1       ECLERX
10         asset_turn           0       ECLERX
11          fs_margin           1       ECLERX
DRREDDY,           Ratio_name Ratio_value company_name
0       margin_growth    0.984392      DRREDDY
1       margin_safety     3.94368      DRREDDY
2             ROA_pos           1      DRREDDY
3               fcfta           1      DRREDDY
4         accrual_pos           1      DRREDDY
5              fs_roa           0      DRREDDY
6           f_accrual           1      DRREDDY
7               lever           0      DRREDDY
8              liquid           0      DRREDDY
9   equity_repurchase           0      DRREDDY
10         asset_turn           0      DRREDDY
11          fs_margin           1      DRREDDY
KANSAINER,           Ratio_name Ratio_value company_name
0       margin_growth    0.897596    KANSAINER
1       margin_safety     5.04848    KANSAINER
2             ROA_pos           1    KANSAINER
3               fcfta           0    KANSAINER
4         accrual_pos           0    KANSAINER
5              fs_roa           0    KANSAINER
6           f_accrual           0    KANSAINER
7               lever           1    KANSAINER
8              liquid           0    KANSAINER
9   equity_repurchase           0    KANSAINER
10         asset_turn           0    KANSAINER
11          fs_margin           1    KANSAINER
MRPL,           Ratio_name Ratio_value company_name
0       margin_growth    0.781763         MRPL
1       margin_safety   -0.214149         MRPL
2             ROA_pos           0         MRPL
3               fcfta           1         MRPL
4         accrual_pos           1         MRPL
5              fs_roa           1         MRPL
6           f_accrual           0         MRPL
7               lever           0         MRPL
8              liquid           0         MRPL
9   equity_repurchase           0         MRPL
10         asset_turn           0         MRPL
11          fs_margin           1         MRPL
RECLTD,           Ratio_name Ratio_value company_name
0       margin_growth    0.915806       RECLTD
1       margin_safety      7.6149       RECLTD
2             ROA_pos           1       RECLTD
3               fcfta           0       RECLTD
4         accrual_pos           0       RECLTD
5              fs_roa           1       RECLTD
6           f_accrual           0       RECLTD
7               lever           1       RECLTD
8              liquid           0       RECLTD
9   equity_repurchase           1       RECLTD
10         asset_turn           0       RECLTD
11          fs_margin           1       RECLTD
GUJGASLTD,           Ratio_name Ratio_value company_name
0       margin_growth    0.900661    GUJGASLTD
1       margin_safety     3.33195    GUJGASLTD
2             ROA_pos           1    GUJGASLTD
3               fcfta           0    GUJGASLTD
4         accrual_pos           0    GUJGASLTD
5              fs_roa           0    GUJGASLTD
6           f_accrual           0    GUJGASLTD
7               lever           1    GUJGASLTD
8              liquid           0    GUJGASLTD
9   equity_repurchase           0    GUJGASLTD
10         asset_turn           0    GUJGASLTD
11          fs_margin           1    GUJGASLTD
NFL,           Ratio_name Ratio_value company_name
0       margin_growth    0.973989          NFL
1       margin_safety     2.30098          NFL
2             ROA_pos           1          NFL
3               fcfta           1          NFL
4         accrual_pos           1          NFL
5              fs_roa           1          NFL
6           f_accrual           0          NFL
7               lever           1          NFL
8              liquid           0          NFL
9   equity_repurchase           0          NFL
10         asset_turn           0          NFL
11          fs_margin           1          NFL
JMFINANCIL,           Ratio_name Ratio_value company_name
0       margin_growth    0.840853   JMFINANCIL
1       margin_safety     4.18643   JMFINANCIL
2             ROA_pos           1   JMFINANCIL
3               fcfta           0   JMFINANCIL
4         accrual_pos           1   JMFINANCIL
5              fs_roa           0   JMFINANCIL
6           f_accrual           0   JMFINANCIL
7               lever           1   JMFINANCIL
8              liquid           0   JMFINANCIL
9   equity_repurchase           1   JMFINANCIL
10         asset_turn           0   JMFINANCIL
11          fs_margin           0   JMFINANCIL
STAR,           Ratio_name Ratio_value company_name
0       margin_growth     1.04885         STAR
1       margin_safety    0.737782         STAR
2             ROA_pos           1         STAR
3               fcfta           1         STAR
4         accrual_pos           0         STAR
5              fs_roa           1         STAR
6           f_accrual           0         STAR
7               lever           1         STAR
8              liquid           0         STAR
9   equity_repurchase           0         STAR
10         asset_turn           0         STAR
11          fs_margin           1         STAR
AIAENG,           Ratio_name Ratio_value company_name
0       margin_growth    0.964619       AIAENG
1       margin_safety     6.88222       AIAENG
2             ROA_pos           1       AIAENG
3               fcfta           1       AIAENG
4         accrual_pos           1       AIAENG
5              fs_roa           0       AIAENG
6           f_accrual           1       AIAENG
7               lever           0       AIAENG
8              liquid           1       AIAENG
9   equity_repurchase           0       AIAENG
10         asset_turn           0       AIAENG
11          fs_margin           0       AIAENG
AVANTIFEED,           Ratio_name Ratio_value company_name
0       margin_growth    0.880505   AVANTIFEED
1       margin_safety     1.12241   AVANTIFEED
2             ROA_pos           1   AVANTIFEED
3               fcfta           1   AVANTIFEED
4         accrual_pos           1   AVANTIFEED
5              fs_roa           0   AVANTIFEED
6           f_accrual           1   AVANTIFEED
7               lever           0   AVANTIFEED
8              liquid           1   AVANTIFEED
9   equity_repurchase           0   AVANTIFEED
10         asset_turn           0   AVANTIFEED
11          fs_margin           1   AVANTIFEED
AAVAS,           Ratio_name Ratio_value company_name
0       margin_growth    0.784395        AAVAS
1       margin_safety     6.20734        AAVAS
2             ROA_pos           1        AAVAS
3               fcfta           0        AAVAS
4         accrual_pos           0        AAVAS
5              fs_roa           0        AAVAS
6           f_accrual           0        AAVAS
7               lever           0        AAVAS
8              liquid           0        AAVAS
9   equity_repurchase           0        AAVAS
10         asset_turn           0        AAVAS
11          fs_margin           1        AAVAS
RAYMOND,           Ratio_name Ratio_value company_name
0       margin_growth     0.97007      RAYMOND
1       margin_safety   0.0163892      RAYMOND
2             ROA_pos           0      RAYMOND
3               fcfta           1      RAYMOND
4         accrual_pos           1      RAYMOND
5              fs_roa           0      RAYMOND
6           f_accrual           1      RAYMOND
7               lever           1      RAYMOND
8              liquid           0      RAYMOND
9   equity_repurchase           0      RAYMOND
10         asset_turn           0      RAYMOND
11          fs_margin           0      RAYMOND
RAMCOCEM,           Ratio_name Ratio_value company_name
0       margin_growth    0.876911     RAMCOCEM
1       margin_safety     5.91188     RAMCOCEM
2             ROA_pos           1     RAMCOCEM
3               fcfta           1     RAMCOCEM
4         accrual_pos           1     RAMCOCEM
5              fs_roa           1     RAMCOCEM
6           f_accrual           0     RAMCOCEM
7               lever           1     RAMCOCEM
8              liquid           1     RAMCOCEM
9   equity_repurchase           1     RAMCOCEM
10         asset_turn           0     RAMCOCEM
11          fs_margin           1     RAMCOCEM
SUZLON,           Ratio_name Ratio_value company_name
0       margin_growth    0.407022       SUZLON
1       margin_safety   0.0187317       SUZLON
2             ROA_pos           1       SUZLON
3               fcfta           1       SUZLON
4         accrual_pos           1       SUZLON
5              fs_roa           1       SUZLON
6           f_accrual           0       SUZLON
7               lever           1       SUZLON
8              liquid           1       SUZLON
9   equity_repurchase           1       SUZLON
10         asset_turn           0       SUZLON
11          fs_margin           1       SUZLON
ROUTE,           Ratio_name Ratio_value company_name
