TATACOFFEE,           Ratio_name Ratio_value company_name
6           f_accrual           0   HAPPSTMNDS
7               lever           1   HAPPSTMNDS
8              liquid           1   HAPPSTMNDS
9   equity_repurchase           1   HAPPSTMNDS
10         asset_turn           0   HAPPSTMNDS
11          fs_margin           1   HAPPSTMNDS
SWANENERGY,           Ratio_name Ratio_value company_name
0       margin_growth    0.908335   SWANENERGY
1       margin_safety     3.38841   SWANENERGY
2             ROA_pos           0   SWANENERGY
3               fcfta           1   SWANENERGY
4         accrual_pos           1   SWANENERGY
5              fs_roa           0   SWANENERGY
6           f_accrual           1   SWANENERGY
7               lever           0   SWANENERGY
8              liquid           0   SWANENERGY
9   equity_repurchase           1   SWANENERGY
10         asset_turn           0   SWANENERGY
11          fs_margin           1   SWANENERGY
AJANTPHARM,           Ratio_name Ratio_value company_name
0       margin_growth    0.884614   AJANTPHARM
1       margin_safety     4.57509   AJANTPHARM
2             ROA_pos           1   AJANTPHARM
3               fcfta           0   AJANTPHARM
4         accrual_pos           0   AJANTPHARM
5              fs_roa           1   AJANTPHARM
6           f_accrual           0   AJANTPHARM
7               lever           1   AJANTPHARM
8              liquid           0   AJANTPHARM
9   equity_repurchase           0   AJANTPHARM
10         asset_turn           0   AJANTPHARM
11          fs_margin           1   AJANTPHARM
NIACL,           Ratio_name Ratio_value company_name
0       margin_growth     1.29405        NIACL
1       margin_safety    0.562604        NIACL
2             ROA_pos           1        NIACL
3               fcfta           0        NIACL
4         accrual_pos           1        NIACL
5              fs_roa           0        NIACL
6           f_accrual           0        NIACL
7               lever           1        NIACL
8              liquid           0        NIACL
9   equity_repurchase           1        NIACL
10         asset_turn           0        NIACL
11          fs_margin           1        NIACL
FINPIPE,           Ratio_name Ratio_value company_name
0       margin_growth    0.827894      FINPIPE
1       margin_safety     2.71809      FINPIPE
2             ROA_pos           1      FINPIPE
3               fcfta           0      FINPIPE
4         accrual_pos           0      FINPIPE
5              fs_roa           1      FINPIPE
6           f_accrual           0      FINPIPE
7               lever           1      FINPIPE
8              liquid           1      FINPIPE
9   equity_repurchase           1      FINPIPE
10         asset_turn           0      FINPIPE
11          fs_margin           1      FINPIPE
CAMS,           Ratio_name Ratio_value company_name
0       margin_growth     0.97695         CAMS
1       margin_safety     8.63927         CAMS
2             ROA_pos           1         CAMS
3               fcfta           1         CAMS
4         accrual_pos           1         CAMS
5              fs_roa           1         CAMS
6           f_accrual           0         CAMS
7               lever           1         CAMS
8              liquid           0         CAMS
9   equity_repurchase           0         CAMS
10         asset_turn           1         CAMS
11          fs_margin           1         CAMS
VIPIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.807397       VIPIND
1       margin_safety    0.183092       VIPIND
2             ROA_pos           0       VIPIND
3               fcfta           1       VIPIND
4         accrual_pos           1       VIPIND
5              fs_roa           0       VIPIND
6           f_accrual           1       VIPIND
7               lever           0       VIPIND
8              liquid           0       VIPIND
9   equity_repurchase           0       VIPIND
10         asset_turn           0       VIPIND
11          fs_margin           0       VIPIND
SUPREMEIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.893961   SUPREMEIND
1       margin_safety     4.20127   SUPREMEIND
2             ROA_pos           1   SUPREMEIND
3               fcfta           1   SUPREMEIND
4         accrual_pos           1   SUPREMEIND
5              fs_roa           1   SUPREMEIND
6           f_accrual           0   SUPREMEIND
7               lever           1   SUPREMEIND
8              liquid           1   SUPREMEIND
9   equity_repurchase           0   SUPREMEIND
10         asset_turn           0   SUPREMEIND
11          fs_margin           1   SUPREMEIND
ADANIGREEN,           Ratio_name Ratio_value company_name
0       margin_growth    0.680728   ADANIGREEN
1       margin_safety     3.08939   ADANIGREEN
2             ROA_pos           1   ADANIGREEN
3               fcfta           0   ADANIGREEN
4         accrual_pos           0   ADANIGREEN
5              fs_roa           1   ADANIGREEN
6           f_accrual           0   ADANIGREEN
7               lever           0   ADANIGREEN
8              liquid           0   ADANIGREEN
9   equity_repurchase           0   ADANIGREEN
10         asset_turn           0   ADANIGREEN
11          fs_margin           1   ADANIGREEN
JUBLFOOD,           Ratio_name Ratio_value company_name
0       margin_growth    0.837795     JUBLFOOD
1       margin_safety     4.06203     JUBLFOOD
2             ROA_pos           1     JUBLFOOD
3               fcfta           0     JUBLFOOD
4         accrual_pos           0     JUBLFOOD
5              fs_roa           0     JUBLFOOD
6           f_accrual           0     JUBLFOOD
7               lever           1     JUBLFOOD
8              liquid           0     JUBLFOOD
9   equity_repurchase           1     JUBLFOOD
10         asset_turn           0     JUBLFOOD
11          fs_margin           1     JUBLFOOD
MCX,           Ratio_name Ratio_value company_name
0       margin_growth    0.986326          MCX
1       margin_safety     1.81376          MCX
2             ROA_pos           1          MCX
3               fcfta           0          MCX
4         accrual_pos           0          MCX
5              fs_roa           1          MCX
6           f_accrual           0          MCX
7               lever           1          MCX
8              liquid           0          MCX
9   equity_repurchase           1          MCX
10         asset_turn           0          MCX
11          fs_margin           1          MCX
HFCL,           Ratio_name Ratio_value company_name
0       margin_growth    0.828754         HFCL
1       margin_safety   -0.170676         HFCL
2             ROA_pos           1         HFCL
3               fcfta           1         HFCL
4         accrual_pos           1         HFCL
5              fs_roa           0         HFCL
6           f_accrual           1         HFCL
7               lever           0         HFCL
8              liquid           1         HFCL
9   equity_repurchase           0         HFCL
10         asset_turn           0         HFCL
11          fs_margin           0         HFCL
GSPL,           Ratio_name Ratio_value company_name
0       margin_growth    0.837781         GSPL
1       margin_safety     5.36909         GSPL
2             ROA_pos           1         GSPL
3               fcfta           0         GSPL
4         accrual_pos           0         GSPL
5              fs_roa           0         GSPL
6           f_accrual           0         GSPL
7               lever           1         GSPL
8              liquid           0         GSPL
9   equity_repurchase           0         GSPL
10         asset_turn           0         GSPL
11          fs_margin           1         GSPL
PEL,           Ratio_name Ratio_value company_name
0       margin_growth     0.74576          PEL
1       margin_safety    0.288807          PEL
2             ROA_pos           1          PEL
3               fcfta           1          PEL
4         accrual_pos           1          PEL
5              fs_roa           1          PEL
6           f_accrual           0          PEL
7               lever           1          PEL
8              liquid           0          PEL
9   equity_repurchase           1          PEL
10         asset_turn           0          PEL
11          fs_margin           1          PEL
AMBUJACEM,           Ratio_name Ratio_value company_name
0       margin_growth    0.844934    AMBUJACEM
1       margin_safety     3.70386    AMBUJACEM
2             ROA_pos           1    AMBUJACEM
3               fcfta           0    AMBUJACEM
4         accrual_pos           0    AMBUJACEM
5              fs_roa           1    AMBUJACEM
6           f_accrual           0    AMBUJACEM
7               lever           0    AMBUJACEM
8              liquid           1    AMBUJACEM
9   equity_repurchase           0    AMBUJACEM
10         asset_turn           0    AMBUJACEM
11          fs_margin           1    AMBUJACEM
CRISIL,           Ratio_name Ratio_value company_name
0       margin_growth    0.945128       CRISIL
1       margin_safety     6.28658       CRISIL
2             ROA_pos           1       CRISIL
3               fcfta           0       CRISIL
4         accrual_pos           0       CRISIL
5              fs_roa           0       CRISIL
6           f_accrual           0       CRISIL
7               lever           1       CRISIL
8              liquid           0       CRISIL
9   equity_repurchase           0       CRISIL
10         asset_turn           0       CRISIL
11          fs_margin           0       CRISIL
JUSTDIAL,           Ratio_name Ratio_value company_name
0       margin_growth     1.09051     JUSTDIAL
1       margin_safety     1.74542     JUSTDIAL
2             ROA_pos           1     JUSTDIAL
3               fcfta           1     JUSTDIAL
4         accrual_pos           1     JUSTDIAL
5              fs_roa           0     JUSTDIAL
6           f_accrual           1     JUSTDIAL
7               lever           1     JUSTDIAL
8              liquid           0     JUSTDIAL
9   equity_repurchase           0     JUSTDIAL
10         asset_turn           0     JUSTDIAL
11          fs_margin           0     JUSTDIAL
MPHASIS,           Ratio_name Ratio_value company_name
0       margin_growth      0.8318      MPHASIS
1       margin_safety     2.28084      MPHASIS
2             ROA_pos           1      MPHASIS
3               fcfta           0      MPHASIS
4         accrual_pos           0      MPHASIS
5              fs_roa           0      MPHASIS
6           f_accrual           0      MPHASIS
7               lever           1      MPHASIS
8              liquid           0      MPHASIS
9   equity_repurchase           0      MPHASIS
10         asset_turn           0      MPHASIS
11          fs_margin           0      MPHASIS
PNCINFRA,           Ratio_name Ratio_value company_name
0       margin_growth    0.761532     PNCINFRA
1       margin_safety     5.00501     PNCINFRA
2             ROA_pos           1     PNCINFRA
3               fcfta           0     PNCINFRA
4         accrual_pos           1     PNCINFRA
5              fs_roa           0     PNCINFRA
6           f_accrual           0     PNCINFRA
7               lever           1     PNCINFRA
8              liquid           0     PNCINFRA
9   equity_repurchase           0     PNCINFRA
10         asset_turn           0     PNCINFRA
11          fs_margin           1     PNCINFRA
SIS,           Ratio_name Ratio_value company_name
0       margin_growth    0.855362          SIS
1       margin_safety     4.84317          SIS
2             ROA_pos           1          SIS
3               fcfta           1          SIS
4         accrual_pos           1          SIS
5              fs_roa           1          SIS
6           f_accrual           0          SIS
7               lever           1          SIS
8              liquid           1          SIS
9   equity_repurchase           0          SIS
10         asset_turn           0          SIS
11          fs_margin           0          SIS
BLISSGVS,           Ratio_name Ratio_value company_name
0       margin_growth    0.937484     BLISSGVS
1       margin_safety     3.22517     BLISSGVS
2             ROA_pos           1     BLISSGVS
3               fcfta           0     BLISSGVS
4         accrual_pos           0     BLISSGVS
5              fs_roa           0     BLISSGVS
6           f_accrual           0     BLISSGVS
7               lever           1     BLISSGVS
8              liquid           0     BLISSGVS
9   equity_repurchase           0     BLISSGVS
10         asset_turn           0     BLISSGVS
11          fs_margin           1     BLISSGVS
LT,           Ratio_name Ratio_value company_name
0       margin_growth    0.933773           LT
1       margin_safety     6.89129           LT
2             ROA_pos           1           LT
3               fcfta           0           LT
4         accrual_pos           1           LT
5              fs_roa           1           LT
6           f_accrual           0           LT
7               lever           1           LT
8              liquid           0           LT
9   equity_repurchase           0           LT
10         asset_turn           0           LT
11          fs_margin           1           LT
MARICO,           Ratio_name Ratio_value company_name
0       margin_growth    0.906807       MARICO
1       margin_safety     11.9054       MARICO
2             ROA_pos           1       MARICO
3               fcfta           0       MARICO
4         accrual_pos           1       MARICO
5              fs_roa           1       MARICO
6           f_accrual           0       MARICO
7               lever           1       MARICO
8              liquid           1       MARICO
9   equity_repurchase           1       MARICO
10         asset_turn           0       MARICO
11          fs_margin           0       MARICO
TATAMOTORS,           Ratio_name Ratio_value company_name
0       margin_growth    0.999953   TATAMOTORS
1       margin_safety     3.06956   TATAMOTORS
2             ROA_pos           0   TATAMOTORS
3               fcfta           1   TATAMOTORS
4         accrual_pos           1   TATAMOTORS
5              fs_roa           0   TATAMOTORS
6           f_accrual           1   TATAMOTORS
7               lever           0   TATAMOTORS
8              liquid           0   TATAMOTORS
9   equity_repurchase           0   TATAMOTORS
10         asset_turn           0   TATAMOTORS
11          fs_margin           1   TATAMOTORS
ITC,           Ratio_name Ratio_value company_name
0       margin_growth    0.953671          ITC
1       margin_safety     10.5714          ITC
2             ROA_pos           1          ITC
3               fcfta           0          ITC
4         accrual_pos           0          ITC
5              fs_roa           0          ITC
6           f_accrual           0          ITC
7               lever           0          ITC
8              liquid           0          ITC
9   equity_repurchase           0          ITC
10         asset_turn           0          ITC
11          fs_margin           0          ITC
AEGISCHEM,           Ratio_name Ratio_value company_name
0       margin_growth    0.834321    AEGISCHEM
1       margin_safety   -0.186532    AEGISCHEM
2             ROA_pos           1    AEGISCHEM
3               fcfta           1    AEGISCHEM
4         accrual_pos           1    AEGISCHEM
5              fs_roa           1    AEGISCHEM
6           f_accrual           0    AEGISCHEM
7               lever           0    AEGISCHEM
8              liquid           0    AEGISCHEM
9   equity_repurchase           0    AEGISCHEM
10         asset_turn           0    AEGISCHEM
11          fs_margin           1    AEGISCHEM
GNFC,           Ratio_name Ratio_value company_name
0       margin_growth    0.835342         GNFC
1       margin_safety   -0.265307         GNFC
2             ROA_pos           1         GNFC
3               fcfta           1         GNFC
4         accrual_pos           1         GNFC
5              fs_roa           1         GNFC
6           f_accrual           0         GNFC
7               lever           1         GNFC
8              liquid           0         GNFC
9   equity_repurchase           0         GNFC
10         asset_turn           0         GNFC
11          fs_margin           1         GNFC
ADANIPORTS,           Ratio_name Ratio_value company_name
0       margin_growth    0.863016   ADANIPORTS
1       margin_safety     6.27152   ADANIPORTS
2             ROA_pos           1   ADANIPORTS
3               fcfta           0   ADANIPORTS
4         accrual_pos           0   ADANIPORTS
5              fs_roa           1   ADANIPORTS
6           f_accrual           0   ADANIPORTS
7               lever           1   ADANIPORTS
8              liquid           1   ADANIPORTS
9   equity_repurchase           1   ADANIPORTS
10         asset_turn           0   ADANIPORTS
11          fs_margin           1   ADANIPORTS
GICRE,           Ratio_name Ratio_value company_name
0       margin_growth    0.853942        GICRE
1       margin_safety   0.0973559        GICRE
2             ROA_pos           1        GICRE
3               fcfta           0        GICRE
4         accrual_pos           1        GICRE
5              fs_roa           1        GICRE
6           f_accrual           0        GICRE
7               lever           1        GICRE
8              liquid           0        GICRE
9   equity_repurchase           1        GICRE
10         asset_turn           0        GICRE
11          fs_margin           1        GICRE
COLPAL,           Ratio_name Ratio_value company_name
0       margin_growth     0.85598       COLPAL
1       margin_safety     7.43043       COLPAL
2             ROA_pos           1       COLPAL
3               fcfta           1       COLPAL
4         accrual_pos           1       COLPAL
5              fs_roa           1       COLPAL
6           f_accrual           0       COLPAL
7               lever           0       COLPAL
8              liquid           1       COLPAL
9   equity_repurchase           0       COLPAL
10         asset_turn           1       COLPAL
11          fs_margin           1       COLPAL
KEI,           Ratio_name Ratio_value company_name
0       margin_growth    0.867195          KEI
1       margin_safety     8.31887          KEI
2             ROA_pos           1          KEI
3               fcfta           1          KEI
4         accrual_pos           1          KEI
5              fs_roa           1          KEI
6           f_accrual           0          KEI
7               lever           1          KEI
8              liquid           0          KEI
9   equity_repurchase           0          KEI
10         asset_turn           0          KEI
11          fs_margin           1          KEI
ALEMBICLTD,           Ratio_name Ratio_value company_name
0       margin_growth     1.27231   ALEMBICLTD
1       margin_safety    0.714167   ALEMBICLTD
2             ROA_pos           1   ALEMBICLTD
3               fcfta           0   ALEMBICLTD
4         accrual_pos           0   ALEMBICLTD
5              fs_roa           0   ALEMBICLTD
6           f_accrual           0   ALEMBICLTD
7               lever           1   ALEMBICLTD
8              liquid           1   ALEMBICLTD
9   equity_repurchase           0   ALEMBICLTD
10         asset_turn           0   ALEMBICLTD
11          fs_margin           1   ALEMBICLTD
VALIANTORG,           Ratio_name Ratio_value company_name
0       margin_growth    0.954711   VALIANTORG
1       margin_safety     14.9782   VALIANTORG
2             ROA_pos           1   VALIANTORG
3               fcfta           0   VALIANTORG
4         accrual_pos           1   VALIANTORG
5              fs_roa           0   VALIANTORG
6           f_accrual           0   VALIANTORG
7               lever           0   VALIANTORG
8              liquid           0   VALIANTORG
9   equity_repurchase           0   VALIANTORG
10         asset_turn           0   VALIANTORG
11          fs_margin           1   VALIANTORG
EDELWEISS,           Ratio_name Ratio_value company_name
0       margin_growth    0.943553    EDELWEISS
1       margin_safety      1.6688    EDELWEISS
2             ROA_pos           1    EDELWEISS
3               fcfta           0    EDELWEISS
4         accrual_pos           0    EDELWEISS
5              fs_roa           1    EDELWEISS
6           f_accrual           0    EDELWEISS
7               lever           1    EDELWEISS
8              liquid           1    EDELWEISS
9   equity_repurchase           0    EDELWEISS
10         asset_turn           0    EDELWEISS
11          fs_margin           1    EDELWEISS
IOC,           Ratio_name Ratio_value company_name
0       margin_growth     0.88246          IOC
1       margin_safety     1.94783          IOC
2             ROA_pos           1          IOC
3               fcfta           0          IOC
4         accrual_pos           0          IOC
5              fs_roa           1          IOC
6           f_accrual           0          IOC
7               lever           1          IOC
8              liquid           0          IOC
9   equity_repurchase           0          IOC
10         asset_turn           0          IOC
11          fs_margin           1          IOC
HSCL,           Ratio_name Ratio_value company_name
0       margin_growth    0.937877         HSCL
1       margin_safety     2.08604         HSCL
2             ROA_pos           1         HSCL
3               fcfta           0         HSCL
4         accrual_pos           1         HSCL
5              fs_roa           0         HSCL
6           f_accrual           0         HSCL
7               lever           0         HSCL
8              liquid           1         HSCL
9   equity_repurchase           0         HSCL
10         asset_turn           0         HSCL
11          fs_margin           0         HSCL
COFORGE,           Ratio_name Ratio_value company_name
0       margin_growth    0.890469      COFORGE
1       margin_safety     8.25842      COFORGE
2             ROA_pos           1      COFORGE
3               fcfta           0      COFORGE
4         accrual_pos           0      COFORGE
5              fs_roa           1      COFORGE
6           f_accrual           0      COFORGE
7               lever           1      COFORGE
8              liquid           1      COFORGE
9   equity_repurchase           1      COFORGE
10         asset_turn           0      COFORGE
11          fs_margin           0      COFORGE
TEAMLEASE,           Ratio_name Ratio_value company_name
0       margin_growth    0.754718    TEAMLEASE
1       margin_safety    0.982478    TEAMLEASE
2             ROA_pos           1    TEAMLEASE
3               fcfta           1    TEAMLEASE
4         accrual_pos           1    TEAMLEASE
5              fs_roa           1    TEAMLEASE
6           f_accrual           0    TEAMLEASE
7               lever           1    TEAMLEASE
8              liquid           0    TEAMLEASE
9   equity_repurchase           0    TEAMLEASE
10         asset_turn           0    TEAMLEASE
11          fs_margin           1    TEAMLEASE
UJJIVAN,           Ratio_name Ratio_value company_name
0       margin_growth     1.16692      UJJIVAN
1       margin_safety     1.93406      UJJIVAN
2             ROA_pos           0      UJJIVAN
3               fcfta           1      UJJIVAN
4         accrual_pos           1      UJJIVAN
5              fs_roa           0      UJJIVAN
6           f_accrual           1      UJJIVAN
7               lever           0      UJJIVAN
8              liquid           0      UJJIVAN
9   equity_repurchase           0      UJJIVAN
10         asset_turn           0      UJJIVAN
11          fs_margin           0      UJJIVAN
LUXIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.762741       LUXIND
1       margin_safety     7.68533       LUXIND
2             ROA_pos           1       LUXIND
3               fcfta           1       LUXIND
4         accrual_pos           1       LUXIND
5              fs_roa           1       LUXIND
6           f_accrual           0       LUXIND
7               lever           1       LUXIND
8              liquid           1       LUXIND
9   equity_repurchase           0       LUXIND
10         asset_turn           0       LUXIND
11          fs_margin           1       LUXIND
VARROC,           Ratio_name Ratio_value company_name
0       margin_growth     1.08004       VARROC
1       margin_safety      2.5203       VARROC
2             ROA_pos           0       VARROC
3               fcfta           0       VARROC
4         accrual_pos           0       VARROC
5              fs_roa           0       VARROC
6           f_accrual           0       VARROC
7               lever           1       VARROC
8              liquid           1       VARROC
9   equity_repurchase           0       VARROC
10         asset_turn           0       VARROC
11          fs_margin           0       VARROC
MOTHERSUMI,           Ratio_name Ratio_value company_name
0       margin_growth     0.89773   MOTHERSUMI
1       margin_safety     3.95699   MOTHERSUMI
2             ROA_pos           1   MOTHERSUMI
3               fcfta           0   MOTHERSUMI
4         accrual_pos           1   MOTHERSUMI
5              fs_roa           0   MOTHERSUMI
6           f_accrual           0   MOTHERSUMI
7               lever           1   MOTHERSUMI
8              liquid           0   MOTHERSUMI
9   equity_repurchase           0   MOTHERSUMI
10         asset_turn           0   MOTHERSUMI
11          fs_margin           0   MOTHERSUMI
SONATSOFTW,           Ratio_name Ratio_value company_name
0       margin_growth    0.832446   SONATSOFTW
1       margin_safety     1.52814   SONATSOFTW
2             ROA_pos           1   SONATSOFTW
3               fcfta           1   SONATSOFTW
4         accrual_pos           1   SONATSOFTW
5              fs_roa           0   SONATSOFTW
6           f_accrual           1   SONATSOFTW
7               lever           1   SONATSOFTW
8              liquid           1   SONATSOFTW
9   equity_repurchase           0   SONATSOFTW
10         asset_turn           0   SONATSOFTW
11          fs_margin           0   SONATSOFTW
PETRONET,           Ratio_name Ratio_value company_name
0       margin_growth    0.848985     PETRONET
1       margin_safety     6.20375     PETRONET
2             ROA_pos           1     PETRONET
3               fcfta           0     PETRONET
4         accrual_pos           0     PETRONET
5              fs_roa           1     PETRONET
6           f_accrual           0     PETRONET
7               lever           1     PETRONET
8              liquid           1     PETRONET
9   equity_repurchase           0     PETRONET
10         asset_turn           0     PETRONET
11          fs_margin           1     PETRONET
FSL,           Ratio_name Ratio_value company_name
0       margin_growth    0.892443          FSL
1       margin_safety     4.62477          FSL
2             ROA_pos           1          FSL
3               fcfta           0          FSL
4         accrual_pos           0          FSL
5              fs_roa           1          FSL
6           f_accrual           0          FSL
7               lever           1          FSL
8              liquid           1          FSL
9   equity_repurchase           0          FSL
10         asset_turn           0          FSL
11          fs_margin           1          FSL
JYOTHYLAB,           Ratio_name Ratio_value company_name
0       margin_growth    0.927994    JYOTHYLAB
1       margin_safety     4.97423    JYOTHYLAB
2             ROA_pos           1    JYOTHYLAB
3               fcfta           1    JYOTHYLAB
4         accrual_pos           1    JYOTHYLAB
5              fs_roa           1    JYOTHYLAB
6           f_accrual           0    JYOTHYLAB
7               lever           1    JYOTHYLAB
8              liquid           1    JYOTHYLAB
9   equity_repurchase           0    JYOTHYLAB
10         asset_turn           0    JYOTHYLAB
11          fs_margin           1    JYOTHYLAB
DIXON,           Ratio_name Ratio_value company_name
0       margin_growth      0.7257        DIXON
1       margin_safety      3.5571        DIXON
2             ROA_pos           1        DIXON
3               fcfta           0        DIXON
4         accrual_pos           0        DIXON
5              fs_roa           0        DIXON
6           f_accrual           0        DIXON
7               lever           0        DIXON
8              liquid           0        DIXON
9   equity_repurchase           0        DIXON
10         asset_turn           0        DIXON
11          fs_margin           0        DIXON
WESTLIFE,           Ratio_name Ratio_value company_name
0       margin_growth    0.877132     WESTLIFE
1       margin_safety     1.08501     WESTLIFE
2             ROA_pos           0     WESTLIFE
3               fcfta           1     WESTLIFE
4         accrual_pos           1     WESTLIFE
5              fs_roa           0     WESTLIFE
6           f_accrual           1     WESTLIFE
7               lever           0     WESTLIFE
8              liquid           1     WESTLIFE
9   equity_repurchase           0     WESTLIFE
10         asset_turn           0     WESTLIFE
11          fs_margin           0     WESTLIFE
SUNCLAYLTD,           Ratio_name Ratio_value company_name
0       margin_growth    0.816891   SUNCLAYLTD
1       margin_safety     2.40449   SUNCLAYLTD
2             ROA_pos           1   SUNCLAYLTD
3               fcfta           0   SUNCLAYLTD
4         accrual_pos           1   SUNCLAYLTD
5              fs_roa           0   SUNCLAYLTD
6           f_accrual           0   SUNCLAYLTD
7               lever           1   SUNCLAYLTD
8              liquid           0   SUNCLAYLTD
9   equity_repurchase           0   SUNCLAYLTD
10         asset_turn           0   SUNCLAYLTD
11          fs_margin           0   SUNCLAYLTD
LTI,           Ratio_name Ratio_value company_name
0       margin_growth    0.893327          LTI
1       margin_safety      5.6774          LTI
2             ROA_pos           1          LTI
3               fcfta           1          LTI
4         accrual_pos           1          LTI
5              fs_roa           1          LTI
6           f_accrual           0          LTI
7               lever           1          LTI
8              liquid           1          LTI
9   equity_repurchase           0          LTI
10         asset_turn           0          LTI
11          fs_margin           1          LTI
DABUR,           Ratio_name Ratio_value company_name
0       margin_growth    0.923942        DABUR
1       margin_safety     15.9077        DABUR
2             ROA_pos           1        DABUR
3               fcfta           1        DABUR
4         accrual_pos           1        DABUR
5              fs_roa           1        DABUR
6           f_accrual           0        DABUR
7               lever           1        DABUR
8              liquid           0        DABUR
9   equity_repurchase           0        DABUR
10         asset_turn           0        DABUR
11          fs_margin           1        DABUR
ADVENZYMES,           Ratio_name Ratio_value company_name
0       margin_growth    0.824996   ADVENZYMES
1       margin_safety     2.39888   ADVENZYMES
2             ROA_pos           1   ADVENZYMES
3               fcfta           1   ADVENZYMES
4         accrual_pos           1   ADVENZYMES
5              fs_roa           0   ADVENZYMES
6           f_accrual           1   ADVENZYMES
7               lever           1   ADVENZYMES
8              liquid           1   ADVENZYMES
9   equity_repurchase           1   ADVENZYMES
10         asset_turn           0   ADVENZYMES
11          fs_margin           1   ADVENZYMES
CENTURYTEX,           Ratio_name Ratio_value company_name
0       margin_growth     1.21085   CENTURYTEX
1       margin_safety     1.66924   CENTURYTEX
2             ROA_pos           0   CENTURYTEX
3               fcfta           0   CENTURYTEX
4         accrual_pos           1   CENTURYTEX
5              fs_roa           0   CENTURYTEX
6           f_accrual           0   CENTURYTEX
7               lever           1   CENTURYTEX
8              liquid           0   CENTURYTEX
9   equity_repurchase           1   CENTURYTEX
10         asset_turn           0   CENTURYTEX
11          fs_margin           0   CENTURYTEX
PIDILITIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.872609   PIDILITIND
1       margin_safety     10.3484   PIDILITIND
2             ROA_pos           1   PIDILITIND
3               fcfta           0   PIDILITIND
4         accrual_pos           0   PIDILITIND
5              fs_roa           0   PIDILITIND
6           f_accrual           0   PIDILITIND
7               lever           1   PIDILITIND
8              liquid           0   PIDILITIND
9   equity_repurchase           0   PIDILITIND
10         asset_turn           0   PIDILITIND
11          fs_margin           1   PIDILITIND
APOLLOHOSP,           Ratio_name Ratio_value company_name
0       margin_growth    0.876929   APOLLOHOSP
1       margin_safety     4.13315   APOLLOHOSP
2             ROA_pos           1   APOLLOHOSP
3               fcfta           0   APOLLOHOSP
4         accrual_pos           1   APOLLOHOSP
5              fs_roa           0   APOLLOHOSP
6           f_accrual           0   APOLLOHOSP
7               lever           1   APOLLOHOSP
8              liquid           1   APOLLOHOSP
9   equity_repurchase           0   APOLLOHOSP
10         asset_turn           0   APOLLOHOSP
11          fs_margin           0   APOLLOHOSP
CCL,           Ratio_name Ratio_value company_name
0       margin_growth    0.908549          CCL
1       margin_safety     10.0446          CCL
2             ROA_pos           1          CCL
3               fcfta           1          CCL
4         accrual_pos           1          CCL
5              fs_roa           0          CCL
6           f_accrual           1          CCL
7               lever           0          CCL
8              liquid           0          CCL
9   equity_repurchase           0          CCL
10         asset_turn           0          CCL
11          fs_margin           0          CCL
GMRINFRA,           Ratio_name Ratio_value company_name
0       margin_growth     1.05615     GMRINFRA
1       margin_safety    0.957506     GMRINFRA
2             ROA_pos           0     GMRINFRA
3               fcfta           0     GMRINFRA
4         accrual_pos           1     GMRINFRA
5              fs_roa           0     GMRINFRA
6           f_accrual           0     GMRINFRA
7               lever           1     GMRINFRA
8              liquid           1     GMRINFRA
9   equity_repurchase           0     GMRINFRA
10         asset_turn           0     GMRINFRA
11          fs_margin           0     GMRINFRA
TATAPOWER,           Ratio_name Ratio_value company_name
0       margin_growth     1.00617    TATAPOWER
1       margin_safety     1.45914    TATAPOWER
2             ROA_pos           1    TATAPOWER
3               fcfta           0    TATAPOWER
4         accrual_pos           1    TATAPOWER
5              fs_roa           1    TATAPOWER
6           f_accrual           0    TATAPOWER
7               lever           1    TATAPOWER
8              liquid           0    TATAPOWER
9   equity_repurchase           1    TATAPOWER
10         asset_turn           0    TATAPOWER
11          fs_margin           0    TATAPOWER
TATACONSUM,           Ratio_name Ratio_value company_name
0       margin_growth    0.919316   TATACONSUM
1       margin_safety     2.34893   TATACONSUM
2             ROA_pos           1   TATACONSUM
3               fcfta           1   TATACONSUM
4         accrual_pos           1   TATACONSUM
5              fs_roa           1   TATACONSUM
6           f_accrual           0   TATACONSUM
7               lever           1   TATACONSUM
8              liquid           1   TATACONSUM
9   equity_repurchase           1   TATACONSUM
10         asset_turn           0   TATACONSUM
11          fs_margin           0   TATACONSUM
APLLTD,           Ratio_name Ratio_value company_name
0       margin_growth    0.859682       APLLTD
1       margin_safety     2.66988       APLLTD
2             ROA_pos           1       APLLTD
3               fcfta           1       APLLTD
4         accrual_pos           1       APLLTD
5              fs_roa           1       APLLTD
6           f_accrual           0       APLLTD
7               lever           1       APLLTD
8              liquid           1       APLLTD
9   equity_repurchase           0       APLLTD
10         asset_turn           0       APLLTD
11          fs_margin           1       APLLTD
BEML,           Ratio_name Ratio_value company_name
0       margin_growth    0.973799         BEML
1       margin_safety    0.399136         BEML
2             ROA_pos           1         BEML
3               fcfta           0         BEML
4         accrual_pos           0         BEML
5              fs_roa           0         BEML
6           f_accrual           0         BEML
7               lever           0         BEML
8              liquid           1         BEML
9   equity_repurchase           1         BEML
10         asset_turn           0         BEML
11          fs_margin           1         BEML
BRIGADE,           Ratio_name Ratio_value company_name
0       margin_growth    0.908698      BRIGADE
